series_id,game_id,round_id,map_name,round_num,source_subset,y_true,ct_win_probability,t_win_probability,predicted_label,correct,ct_score,t_score,score_diff_ct,ct_eq_value,t_eq_value,eq_value_diff_ct,ct_cash,t_cash,cash_diff_ct,ct_armor,t_armor,armor_diff_ct,ct_helmets,t_helmets,helmet_diff_ct,ct_defuse_kits,ct_grenades,t_grenades,grenade_diff_ct,ct_ak47,t_ak47,ct_m4a4,t_m4a4,ct_m4a1_s,t_m4a1_s,ct_awp,t_awp,awp_diff_ct,ct_rifles,t_rifles,rifle_diff_ct,ct_smgs,t_smgs,smg_diff_ct,first_kill_side,first_death_side,first_kill_weapon,first_kill_headshot,first_kill_time,round_stage,equipment_band,assigned_side_probability,predicted_side,actual_winner,pre_round_pattern,outcome_pattern,predicted_side_won_first_kill
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_18,de_nuke,18,online,0,0.86474425,0.13525575,1,False,8,9,-1,27400,5700,21700,2950,2550,400,5,4,1,5,0,5,3,17,3,14,2,0,2,0,0,0,0,0,0,5,0,5,0,0,0,T,CT,Tec-9,0.0,76.25196850393701,middle_11_20,ct_major,0.86474425,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
b8566664-9c5c-44da-bf94-eba8dfbac067,lan:c4f10735-3b95-46db-bfc1-d241089f57d6,lan:c4f10735-3b95-46db-bfc1-d241089f57d6_12,de_inferno,12,lan,0,0.86462736,0.13537264,1,False,6,5,1,31250,6050,25200,9400,11000,-1600,5,3,2,5,2,3,5,18,3,15,1,0,0,0,4,0,1,0,1,4,0,4,0,0,0,T,CT,Desert Eagle,1.0,21.181102362204726,middle_11_20,ct_major,0.86462736,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
c9feb32c-ed8d-46a9-b620-380f6dfff501,online:7c898eb3-1e97-4e18-aece-3d1a6fc6b732,online:7c898eb3-1e97-4e18-aece-3d1a6fc6b732_23,de_mirage,23,online,1,0.13554476,0.8644552,0,False,10,12,-2,4300,22100,-17800,13900,9900,4000,2,5,-3,0,5,-5,0,1,15,-14,0,4,0,0,0,0,0,0,0,0,4,-4,0,0,0,CT,T,Desert Eagle,1.0,28.8503937007874,late_21_plus,t_major,0.8644552400000001,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
53a0fb0a-ab1f-46ab-959b-2244a711db8b,lan:ba311429-f82d-4d6e-9cdb-1cc982c2808b,lan:ba311429-f82d-4d6e-9cdb-1cc982c2808b_8,de_nuke,8,lan,1,0.13684554,0.8631545,0,False,1,6,-5,4400,25200,-20800,14150,27000,-12850,1,5,-4,0,5,-5,0,0,17,-17,0,5,0,0,0,0,0,0,0,0,5,-5,1,0,1,CT,T,MP9,1.0,16.6171875,early_01_10,t_major,0.8631544600000001,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
aca4acfc-efb2-4552-a503-2284be8c2a5f,online:d35b998d-716e-477b-a66c-16663c8a2a2b,online:d35b998d-716e-477b-a66c-16663c8a2a2b_9,de_inferno,9,online,0,0.86050665,0.13949335,1,False,3,5,-2,28750,5900,22850,8750,9750,-1000,5,1,4,5,1,4,2,15,2,13,1,1,3,0,0,0,1,0,1,4,1,3,0,0,0,T,CT,Tec-9,0.0,15.039370078740157,early_01_10,ct_major,0.86050665,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
c061918a-87ee-477d-afcc-12dab5a769ae,online:1eedeeca-4400-41a5-a861-22e88435b473,online:1eedeeca-4400-41a5-a861-22e88435b473_6,de_train,6,online,1,0.13998622,0.8600138,0,False,1,4,-3,4750,26450,-21700,13050,3250,9800,1,5,-4,0,5,-5,0,1,14,-13,0,4,0,0,0,0,0,1,-1,0,4,-4,0,0,0,T,CT,AK-47,0.0,15.433070866141732,early_01_10,t_major,0.8600137800000001,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
1d9ba8f4-06c5-4625-95e4-db3222447959,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1_3,de_ancient,3,lan,1,0.14092053,0.8590795,0,False,0,2,-2,3750,19250,-15500,9500,16100,-6600,1,5,-4,0,5,-5,0,1,17,-16,0,1,0,0,0,0,0,0,0,0,2,-2,0,3,-3,CT,T,P250,0.0,20.9296875,early_01_10,t_major,0.85907947,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
891751f3-228c-453e-8a36-b67ee9340cbd,online:b53069af-8ee0-4757-8500-448c6f4082d8,online:b53069af-8ee0-4757-8500-448c6f4082d8_12,de_inferno,12,online,0,0.856246,0.143754,1,False,8,3,5,26300,5950,20350,7750,11700,-3950,5,3,2,5,0,5,4,19,3,16,1,0,2,0,1,0,0,0,0,4,0,4,0,0,0,CT,T,AWP,0.0,27.828125,middle_11_20,ct_major,0.856246,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
e30a03a0-3bba-4e02-9322-a553d9560d10,lan:59690ecc-075a-4b31-b9a9-cac07c6cc27a,lan:59690ecc-075a-4b31-b9a9-cac07c6cc27a_23,de_overpass,23,lan,1,0.14815137,0.8518486,0,False,11,11,0,6550,24500,-17950,7150,5800,1350,0,5,-5,0,5,-5,0,0,14,-14,0,5,0,0,0,0,1,0,1,0,5,-5,0,0,0,CT,T,Desert Eagle,1.0,15.046875,late_21_plus,t_major,0.85184863,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_4,de_vertigo,4,online,1,0.15308063,0.84691936,0,False,1,2,-1,6200,25800,-19600,13600,17750,-4150,2,5,-3,0,5,-5,0,0,18,-18,0,4,0,1,0,0,0,0,0,0,5,-5,1,0,1,CT,T,Desert Eagle,1.0,23.46875,early_01_10,t_major,0.84691937,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
f6a2e8b5-8787-4353-8ba7-8d6f3619ef8a,online:2134a09e-44a1-40f9-b838-0b1244ffaf8c,online:2134a09e-44a1-40f9-b838-0b1244ffaf8c_3,de_train,3,online,0,0.84503174,0.15496826,1,False,1,1,0,21150,5450,15700,3950,3800,150,5,3,2,5,2,3,2,14,1,13,0,0,1,0,0,0,0,0,0,2,0,2,2,0,2,T,CT,Tec-9,1.0,12.259842519685039,early_01_10,ct_major,0.84503174,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
28c6914e-e018-4d50-82f0-84082ae40d60,lan:1cda2845-354c-4007-80f6-9c487a18d65d,lan:1cda2845-354c-4007-80f6-9c487a18d65d_13,de_inferno,13,lan,1,0.15695083,0.84304917,0,False,4,8,-4,6550,25200,-18650,14050,23300,-9250,3,5,-2,0,5,-5,0,5,17,-12,0,5,0,0,0,0,0,0,0,0,5,-5,0,0,0,T,CT,AK-47,0.0,19.46456692913386,middle_11_20,t_major,0.84304917,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
f9f86156-544c-4b95-b4ca-cb5b33386198,online:6ecde413-207c-4e25-8ac3-e98309ea1757,online:6ecde413-207c-4e25-8ac3-e98309ea1757_6,de_overpass,6,online,0,0.8419755,0.15802449,1,False,5,0,5,29900,7050,22850,24200,12600,11600,5,4,1,4,1,3,4,19,3,16,2,0,0,0,2,0,1,0,1,4,0,4,0,0,0,T,CT,Desert Eagle,1.0,30.5234375,early_01_10,ct_major,0.8419755,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
15a7381f-9702-4a37-8a26-aa83969fe385,online:7c9f5561-7626-419f-b150-db8ab4506261,online:7c9f5561-7626-419f-b150-db8ab4506261_6,de_nuke,6,online,0,0.840569,0.15943098,1,False,4,1,3,29600,6950,22650,15350,8750,6600,5,4,1,4,1,3,2,19,6,13,2,0,0,0,2,0,1,0,1,4,0,4,0,0,0,T,CT,Tec-9,1.0,23.858267716535433,early_01_10,ct_major,0.840569,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
85287401-1b17-44d6-8062-4376ffe0f057,online:d82621ad-fd3e-45a4-949e-abc9f8a15449,online:d82621ad-fd3e-45a4-949e-abc9f8a15449_12,de_nuke,12,online,1,0.15988968,0.8401103,0,False,4,7,-3,5600,25300,-19700,13300,21550,-8250,2,5,-3,0,5,-5,0,5,17,-12,0,5,0,0,0,0,0,1,-1,0,5,-5,0,0,0,CT,T,Desert Eagle,1.0,19.5234375,middle_11_20,t_major,0.84011032,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
1d9ba8f4-06c5-4625-95e4-db3222447959,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1_9,de_ancient,9,lan,0,0.8386664,0.16133362,1,False,5,3,2,27800,7050,20750,8200,13100,-4900,5,3,2,5,2,3,3,16,5,11,1,0,0,0,2,0,1,0,1,3,0,3,1,0,1,T,CT,Desert Eagle,1.0,15.328125,early_01_10,ct_major,0.8386664,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
79e16b64-6722-4b8d-b38a-95463d6315b9,lan:790820a2-46a6-41f0-8dd1-8a4c3f1f1098,lan:790820a2-46a6-41f0-8dd1-8a4c3f1f1098_7,de_dust2,7,lan,0,0.8366507,0.16334927,1,False,5,1,4,32850,7400,25450,14350,10350,4000,5,1,4,4,1,3,5,19,0,19,2,1,0,0,1,0,2,0,2,3,1,2,0,0,0,T,CT,SSG 08,1.0,6.546875,early_01_10,ct_major,0.8366507,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
f107e704-85f7-44aa-9a35-ad7ac601c4d2,lan:1aa2b4d0-da56-4760-8027-3c485531133f,lan:1aa2b4d0-da56-4760-8027-3c485531133f_25,de_nuke,25,lan,0,0.83641654,0.16358346,1,False,9,15,-6,30050,7550,22500,8650,7750,900,5,4,1,5,1,4,5,19,5,14,1,0,0,0,2,0,1,0,1,4,0,4,0,0,0,CT,T,M4A1,1.0,17.6875,late_21_plus,ct_major,0.83641654,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
