series_id,game_id,round_id,y_true,ct_win_probability,predicted_label,ct_win,map_name,round_num,eq_value_diff_ct,first_kill_time,first_kill_advantage_ct,first_kill_weapon,first_kill_headshot,source_subset,round_stage,equipment_band,first_kill_time_band,first_kill_weapon_family,first_kill_side,first_kill_headshot_label,t_win_probability,correct,assigned_side_probability,predicted_side,actual_winner,signal_pattern
15a7cd5c-2104-42cd-bac4-eae9d1083d19,online:a314368f-f7f9-42b0-b497-fc60716dcaa7,online:a314368f-f7f9-42b0-b497-fc60716dcaa7_14,1,0.0754232257604599,0,1,de_inferno,14,-13800,23.0703125,-1,AK-47,0,online,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.9245767742395401,False,0.9245767742395401,T,CT,first_kill_and_equipment_agree
c061918a-87ee-477d-afcc-12dab5a769ae,online:1eedeeca-4400-41a5-a861-22e88435b473,online:1eedeeca-4400-41a5-a861-22e88435b473_6,1,0.08444981276988983,0,1,de_train,6,-21700,15.433070866141732,-1,AK-47,0,online,early_01_10,t_major,normal_15_30,rifle,T,non_headshot,0.9155501872301102,False,0.9155501872301102,T,CT,first_kill_and_equipment_agree
8fadbb13-3728-4211-b0eb-cd4075a60218,lan:44d5e289-b224-43ae-aaf2-3d79accc7909,lan:44d5e289-b224-43ae-aaf2-3d79accc7909_7,1,0.08680006116628647,0,1,de_nuke,7,-19600,23.070866141732285,1,Knife,0,lan,early_01_10,t_major,normal_15_30,utility_other,CT,non_headshot,0.9131999388337135,False,0.9131999388337135,T,CT,equipment_only
bc33710d-1499-4a28-b981-ad5b0eb061a1,lan:05a57319-2185-4a18-9ad8-89b078bc48cb,lan:05a57319-2185-4a18-9ad8-89b078bc48cb_14,1,0.08705262839794159,0,1,de_inferno,14,-14250,51.07086614173228,-1,AK-47,1,lan,middle_11_20,t_major,late_30_60,rifle,T,headshot,0.9129473716020584,False,0.9129473716020584,T,CT,first_kill_and_equipment_agree
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:ba19b05b-3103-4cbd-9f57-41d222f71770,online:ba19b05b-3103-4cbd-9f57-41d222f71770_10,1,0.0875106155872345,0,1,de_inferno,10,-24200,39.2265625,1,P250,0,online,early_01_10,t_major,late_30_60,pistol,CT,non_headshot,0.9124893844127655,False,0.9124893844127655,T,CT,equipment_only
5a4c75ca-ed01-4d01-8d2c-97409a9f5113,lan:88551554-2186-4d7e-95c2-f7f22e543d9f,lan:88551554-2186-4d7e-95c2-f7f22e543d9f_12,1,0.0882704108953476,0,1,de_nuke,12,-24300,17.606299212598426,1,Desert Eagle,0,lan,middle_11_20,t_major,normal_15_30,pistol,CT,non_headshot,0.9117295891046524,False,0.9117295891046524,T,CT,equipment_only
58e04be8-d9d5-4031-adda-bec6a4af79b9,online:3f804500-94e5-46bb-9e90-d93b04df2acb,online:3f804500-94e5-46bb-9e90-d93b04df2acb_18,0,0.9077008366584778,1,0,de_mirage,18,17500,13.10236220472441,1,M4A1,1,online,middle_11_20,ct_major,fast_00_15,rifle,CT,headshot,0.09229916334152222,False,0.9077008366584778,CT,T,first_kill_and_equipment_agree
891751f3-228c-453e-8a36-b67ee9340cbd,online:b53069af-8ee0-4757-8500-448c6f4082d8,online:b53069af-8ee0-4757-8500-448c6f4082d8_12,0,0.9052938222885132,1,0,de_inferno,12,20350,27.828125,1,AWP,0,online,middle_11_20,ct_major,normal_15_30,sniper,CT,non_headshot,0.09470617771148682,False,0.9052938222885132,CT,T,first_kill_and_equipment_agree
bdada140-b48c-4be0-93c3-ce2cd7973eed,online:e941205c-0716-43ea-9836-3ad863fc2193,online:e941205c-0716-43ea-9836-3ad863fc2193_3,1,0.09479566663503647,0,1,de_mirage,3,-14800,35.390625,-1,AK-47,0,online,early_01_10,t_major,late_30_60,rifle,T,non_headshot,0.9052043333649635,False,0.9052043333649635,T,CT,first_kill_and_equipment_agree
7661436d-fb0d-44ba-859a-02946733736c,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29_3,0,0.9033592939376831,1,0,de_mirage,3,18850,17.5,1,HE Grenade,0,lan,early_01_10,ct_major,normal_15_30,utility_other,CT,non_headshot,0.0966407060623169,False,0.9033592939376831,CT,T,first_kill_and_equipment_agree
aca4acfc-efb2-4552-a503-2284be8c2a5f,online:d35b998d-716e-477b-a66c-16663c8a2a2b,online:d35b998d-716e-477b-a66c-16663c8a2a2b_22,1,0.09980829060077667,0,1,de_inferno,22,-15950,69.41732283464567,-1,AK-47,1,online,late_21_plus,t_major,very_late_60_plus,rifle,T,headshot,0.9001917093992233,False,0.9001917093992233,T,CT,first_kill_and_equipment_agree
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:f6dd9383-8d0b-46b6-b255-c3747d107355,online:f6dd9383-8d0b-46b6-b255-c3747d107355_10,0,0.896575927734375,1,0,de_mirage,10,26900,52.99212598425197,-1,Desert Eagle,1,online,early_01_10,ct_major,late_30_60,pistol,T,headshot,0.103424072265625,False,0.896575927734375,CT,T,equipment_only
c061918a-87ee-477d-afcc-12dab5a769ae,online:1eedeeca-4400-41a5-a861-22e88435b473,online:1eedeeca-4400-41a5-a861-22e88435b473_11,0,0.8951483368873596,1,0,de_train,11,28150,14.795275590551181,1,M4A4,0,online,middle_11_20,ct_major,fast_00_15,rifle,CT,non_headshot,0.10485166311264038,False,0.8951483368873596,CT,T,first_kill_and_equipment_agree
79e16b64-6722-4b8d-b38a-95463d6315b9,lan:e8eff408-f08e-4798-9d7f-807375662fce,lan:e8eff408-f08e-4798-9d7f-807375662fce_14,1,0.10536317527294159,0,1,de_nuke,14,-18700,16.858267716535433,-1,AK-47,0,lan,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.8946368247270584,False,0.8946368247270584,T,CT,first_kill_and_equipment_agree
f107e704-85f7-44aa-9a35-ad7ac601c4d2,lan:1aa2b4d0-da56-4760-8027-3c485531133f,lan:1aa2b4d0-da56-4760-8027-3c485531133f_25,0,0.8946087956428528,1,0,de_nuke,25,22500,17.6875,1,M4A1,1,lan,late_21_plus,ct_major,normal_15_30,rifle,CT,headshot,0.10539120435714722,False,0.8946087956428528,CT,T,first_kill_and_equipment_agree
28c6914e-e018-4d50-82f0-84082ae40d60,lan:1cda2845-354c-4007-80f6-9c487a18d65d,lan:1cda2845-354c-4007-80f6-9c487a18d65d_13,1,0.10871349275112152,0,1,de_inferno,13,-18650,19.46456692913386,-1,AK-47,0,lan,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.8912865072488785,False,0.8912865072488785,T,CT,first_kill_and_equipment_agree
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:f6dd9383-8d0b-46b6-b255-c3747d107355,online:f6dd9383-8d0b-46b6-b255-c3747d107355_23,1,0.11071424931287766,0,1,de_mirage,23,-21950,23.858267716535433,1,CZ75 Auto,0,online,late_21_plus,t_major,normal_15_30,pistol,CT,non_headshot,0.8892857506871223,False,0.8892857506871223,T,CT,equipment_only
15a7cd5c-2104-42cd-bac4-eae9d1083d19,online:a314368f-f7f9-42b0-b497-fc60716dcaa7,online:a314368f-f7f9-42b0-b497-fc60716dcaa7_21,1,0.11105138063430786,0,1,de_inferno,21,-19200,13.8984375,-1,AK-47,0,online,late_21_plus,t_major,fast_00_15,rifle,T,non_headshot,0.8889486193656921,False,0.8889486193656921,T,CT,first_kill_and_equipment_agree
8ddb1672-ae23-4ad0-b41b-25add199cd3b,lan:23976615-8f5e-46df-8d90-b37f3c3a717f,lan:23976615-8f5e-46df-8d90-b37f3c3a717f_6,1,0.11165858805179596,0,1,de_mirage,6,-17800,12.84375,-1,AWP,0,lan,early_01_10,t_major,fast_00_15,sniper,T,non_headshot,0.888341411948204,False,0.888341411948204,T,CT,first_kill_and_equipment_agree
48fb8ae5-5342-44cc-bfc5-8957068d565e,online:996ea94c-d525-4d3e-b54d-5b68be2b4bcf,online:996ea94c-d525-4d3e-b54d-5b68be2b4bcf_3,0,0.887870192527771,1,0,de_nuke,3,16400,19.9375,1,MP9,1,online,early_01_10,ct_major,normal_15_30,smg_shotgun,CT,headshot,0.112129807472229,False,0.887870192527771,CT,T,first_kill_and_equipment_agree
e0bf3c83-af14-4f74-aa93-827dc28d9c11,lan:7a9edc0c-869b-4e11-9d6b-7487f599ca91,lan:7a9edc0c-869b-4e11-9d6b-7487f599ca91_19,0,0.8876398205757141,1,0,de_nuke,19,23150,24.023622047244096,1,AK-47,0,lan,middle_11_20,ct_major,normal_15_30,rifle,CT,non_headshot,0.11236017942428589,False,0.8876398205757141,CT,T,first_kill_and_equipment_agree
212c63aa-15f9-44e0-94f3-53d43be53c10,online:97926fdf-5199-4e47-beb3-91a8d251b50f,online:97926fdf-5199-4e47-beb3-91a8d251b50f_8,0,0.8876380920410156,1,0,de_inferno,8,21300,12.535433070866143,1,M4A4,1,online,early_01_10,ct_major,fast_00_15,rifle,CT,headshot,0.11236190795898438,False,0.8876380920410156,CT,T,first_kill_and_equipment_agree
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_18,1,0.11359476298093796,0,1,de_dust2,18,-9550,23.165354330708663,-1,AK-47,0,lan,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.886405237019062,False,0.886405237019062,T,CT,first_kill_and_equipment_agree
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:f6dd9383-8d0b-46b6-b255-c3747d107355,online:f6dd9383-8d0b-46b6-b255-c3747d107355_14,0,0.8856074810028076,1,0,de_mirage,14,30700,29.559055118110237,-1,Desert Eagle,1,online,middle_11_20,ct_major,normal_15_30,pistol,T,headshot,0.11439251899719238,False,0.8856074810028076,CT,T,equipment_only
19bf268e-607c-4425-8aab-0cbe198578a2,lan:e3fcd704-cce3-460a-b56c-d74244951e1a,lan:e3fcd704-cce3-460a-b56c-d74244951e1a_12,0,0.8821804523468018,1,0,de_mirage,12,23500,28.905511811023622,1,AWP,0,lan,middle_11_20,ct_major,normal_15_30,sniper,CT,non_headshot,0.11781954765319824,False,0.8821804523468018,CT,T,first_kill_and_equipment_agree
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_28,0,0.8819279074668884,1,0,de_ancient,28,24600,18.7265625,1,M4A4,1,online,late_21_plus,ct_major,normal_15_30,rifle,CT,headshot,0.11807209253311157,False,0.8819279074668884,CT,T,first_kill_and_equipment_agree
a997b20a-a1e1-4c8f-9624-8aa733a72ded,online:05964cbb-8d63-4751-9749-e72e67a4202e,online:05964cbb-8d63-4751-9749-e72e67a4202e_7,1,0.1186971440911293,0,1,de_nuke,7,-18650,15.874015748031496,-1,AK-47,1,online,early_01_10,t_major,normal_15_30,rifle,T,headshot,0.8813028559088707,False,0.8813028559088707,T,CT,first_kill_and_equipment_agree
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_3,1,0.11939702928066254,0,1,de_dust2,3,-20050,23.724409448818896,1,Desert Eagle,1,lan,early_01_10,t_major,normal_15_30,pistol,CT,headshot,0.8806029707193375,False,0.8806029707193375,T,CT,equipment_only
7661436d-fb0d-44ba-859a-02946733736c,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f_3,1,0.12264164537191391,0,1,de_nuke,3,-11650,29.09375,-1,MAC-10,1,lan,early_01_10,t_major,normal_15_30,smg_shotgun,T,headshot,0.8773583546280861,False,0.8773583546280861,T,CT,first_kill_and_equipment_agree
58e04be8-d9d5-4031-adda-bec6a4af79b9,online:3f804500-94e5-46bb-9e90-d93b04df2acb,online:3f804500-94e5-46bb-9e90-d93b04df2acb_24,0,0.8765183687210083,1,0,de_mirage,24,24800,24.41732283464567,1,AWP,0,online,late_21_plus,ct_major,normal_15_30,sniper,CT,non_headshot,0.1234816312789917,False,0.8765183687210083,CT,T,first_kill_and_equipment_agree
8f722ee5-ae05-43ce-abf5-46fcf3a0548c,lan:c06c92c3-d1ad-4e95-bdbe-da54828b67ee,lan:c06c92c3-d1ad-4e95-bdbe-da54828b67ee_10,1,0.12493034452199936,0,1,de_ancient,10,-17150,47.7109375,-1,AK-47,0,lan,early_01_10,t_major,late_30_60,rifle,T,non_headshot,0.8750696554780006,False,0.8750696554780006,T,CT,first_kill_and_equipment_agree
8fadbb13-3728-4211-b0eb-cd4075a60218,lan:b70e6e4f-c76c-498b-a512-a94bc07afbe7,lan:b70e6e4f-c76c-498b-a512-a94bc07afbe7_4,0,0.8742932677268982,1,0,de_mirage,4,19250,9.992125984251969,1,AWP,0,lan,early_01_10,ct_major,fast_00_15,sniper,CT,non_headshot,0.1257067322731018,False,0.8742932677268982,CT,T,first_kill_and_equipment_agree
f0c01bf0-17ea-45a3-a5c5-f50269a1cefb,online:297643ce-df7a-470e-8c22-904f4595c3d6,online:297643ce-df7a-470e-8c22-904f4595c3d6_2,0,0.8716975450515747,1,0,de_overpass,2,11500,29.1875,1,M4A1,0,online,early_01_10,ct_major,normal_15_30,rifle,CT,non_headshot,0.1283024549484253,False,0.8716975450515747,CT,T,first_kill_and_equipment_agree
7661436d-fb0d-44ba-859a-02946733736c,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f_17,1,0.13073332607746124,0,1,de_nuke,17,-7550,12.5703125,-1,UMP-45,0,lan,middle_11_20,t_major,fast_00_15,smg_shotgun,T,non_headshot,0.8692666739225388,False,0.8692666739225388,T,CT,first_kill_and_equipment_agree
641fd7e4-544b-4e92-8d2b-536a5825376c,online:f7c33928-ed53-45c1-bfe8-56d9605cfcd8,online:f7c33928-ed53-45c1-bfe8-56d9605cfcd8_24,0,0.8668961524963379,1,0,de_vertigo,24,19800,37.86614173228347,1,AK-47,0,online,late_21_plus,ct_major,late_30_60,rifle,CT,non_headshot,0.1331038475036621,False,0.8668961524963379,CT,T,first_kill_and_equipment_agree
f49655fa-ebda-437d-baeb-968916e23088,online:aa05ae18-83d4-48d6-baca-88d8e22c848d,online:aa05ae18-83d4-48d6-baca-88d8e22c848d_2,1,0.13317520916461945,0,1,de_inferno,2,-11250,18.734375,-1,Galil AR,0,online,early_01_10,t_major,normal_15_30,rifle,T,non_headshot,0.8668247908353806,False,0.8668247908353806,T,CT,first_kill_and_equipment_agree
8c516ddf-4403-4eaa-a17d-44a9feae80f5,lan:18182391-a1de-48c4-8282-18380c8ad394,lan:18182391-a1de-48c4-8282-18380c8ad394_6,0,0.8665679097175598,1,0,de_overpass,6,22400,26.393700787401574,1,AK-47,1,lan,early_01_10,ct_major,normal_15_30,rifle,CT,headshot,0.13343209028244019,False,0.8665679097175598,CT,T,first_kill_and_equipment_agree
28c6914e-e018-4d50-82f0-84082ae40d60,lan:f37187bd-e542-4286-813b-45fcdc671d0d,lan:f37187bd-e542-4286-813b-45fcdc671d0d_10,1,0.13373763859272003,0,1,de_vertigo,10,-17950,59.4453125,-1,AK-47,1,lan,early_01_10,t_major,late_30_60,rifle,T,headshot,0.86626236140728,False,0.86626236140728,T,CT,first_kill_and_equipment_agree
fe19fbd9-80ab-4a38-9a06-31e9cbbded02,online:9dbde103-063d-4828-8f4c-535237dd3e8d,online:9dbde103-063d-4828-8f4c-535237dd3e8d_6,0,0.8649388551712036,1,0,de_inferno,6,16850,102.60629921259843,1,AK-47,1,online,early_01_10,ct_major,very_late_60_plus,rifle,CT,headshot,0.1350611448287964,False,0.8649388551712036,CT,T,first_kill_and_equipment_agree
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_19,0,0.8642951250076294,1,0,de_vertigo,19,20150,37.89763779527559,1,M4A1,1,online,middle_11_20,ct_major,late_30_60,rifle,CT,headshot,0.1357048749923706,False,0.8642951250076294,CT,T,first_kill_and_equipment_agree
48fb8ae5-5342-44cc-bfc5-8957068d565e,online:996ea94c-d525-4d3e-b54d-5b68be2b4bcf,online:996ea94c-d525-4d3e-b54d-5b68be2b4bcf_20,1,0.14023563265800476,0,1,de_nuke,20,-19250,28.8828125,-1,AK-47,1,online,middle_11_20,t_major,normal_15_30,rifle,T,headshot,0.8597643673419952,False,0.8597643673419952,T,CT,first_kill_and_equipment_agree
fe19fbd9-80ab-4a38-9a06-31e9cbbded02,online:9dbde103-063d-4828-8f4c-535237dd3e8d,online:9dbde103-063d-4828-8f4c-535237dd3e8d_7,1,0.1432485431432724,0,1,de_inferno,7,-14300,16.74015748031496,-1,AK-47,1,online,early_01_10,t_major,normal_15_30,rifle,T,headshot,0.8567514568567276,False,0.8567514568567276,T,CT,first_kill_and_equipment_agree
8a622cf9-a603-4607-b190-d1184870a620,online:7bbce030-81ab-4922-a1e6-afbf62fc51fb,online:7bbce030-81ab-4922-a1e6-afbf62fc51fb_5,0,0.856691837310791,1,0,de_ancient,5,17300,59.390625,1,AWP,0,online,early_01_10,ct_major,late_30_60,sniper,CT,non_headshot,0.14330816268920898,False,0.856691837310791,CT,T,first_kill_and_equipment_agree
58e04be8-d9d5-4031-adda-bec6a4af79b9,online:23db6f17-0c54-406e-8ea7-15a262076901,online:23db6f17-0c54-406e-8ea7-15a262076901_8,0,0.8518169522285461,1,0,de_nuke,8,21900,14.874015748031496,1,M4A1,0,online,early_01_10,ct_major,fast_00_15,rifle,CT,non_headshot,0.14818304777145386,False,0.8518169522285461,CT,T,first_kill_and_equipment_agree
48fb8ae5-5342-44cc-bfc5-8957068d565e,online:3e3a2b13-1109-4a1d-948d-9b1ca6331800,online:3e3a2b13-1109-4a1d-948d-9b1ca6331800_14,0,0.850295901298523,1,0,de_vertigo,14,23750,20.7265625,1,AWP,0,online,middle_11_20,ct_major,normal_15_30,sniper,CT,non_headshot,0.14970409870147705,False,0.850295901298523,CT,T,first_kill_and_equipment_agree
3fdfe442-5a69-41bf-af87-69fccfafab9c,lan:d0f9b15f-d91c-4143-b76d-7915d1d87970,lan:d0f9b15f-d91c-4143-b76d-7915d1d87970_28,0,0.8497045636177063,1,0,de_inferno,28,23400,76.9296875,1,M4A4,0,lan,late_21_plus,ct_major,very_late_60_plus,rifle,CT,non_headshot,0.1502954363822937,False,0.8497045636177063,CT,T,first_kill_and_equipment_agree
c061918a-87ee-477d-afcc-12dab5a769ae,online:25d1ece6-8169-419d-a231-9ad4b920ace3,online:25d1ece6-8169-419d-a231-9ad4b920ace3_7,0,0.848109781742096,1,0,de_dust2,7,17800,14.622047244094489,1,AUG,1,online,early_01_10,ct_major,fast_00_15,rifle,CT,headshot,0.15189021825790405,False,0.848109781742096,CT,T,first_kill_and_equipment_agree
b8566664-9c5c-44da-bf94-eba8dfbac067,lan:c4f10735-3b95-46db-bfc1-d241089f57d6,lan:c4f10735-3b95-46db-bfc1-d241089f57d6_15,1,0.15527404844760895,0,1,de_inferno,15,-13850,16.590551181102363,-1,AK-47,0,lan,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.844725951552391,False,0.844725951552391,T,CT,first_kill_and_equipment_agree
a997b20a-a1e1-4c8f-9624-8aa733a72ded,online:536e757c-727e-499a-a423-3d7677fd8fc4,online:536e757c-727e-499a-a423-3d7677fd8fc4_12,0,0.8440157175064087,1,0,de_inferno,12,18650,12.0703125,1,AK-47,1,online,middle_11_20,ct_major,fast_00_15,rifle,CT,headshot,0.1559842824935913,False,0.8440157175064087,CT,T,first_kill_and_equipment_agree
9fd865ed-83a5-4e92-9886-17ac876218d2,lan:fa7054c1-e789-4750-8b22-048b44846789,lan:fa7054c1-e789-4750-8b22-048b44846789_3,0,0.8396534323692322,1,0,de_inferno,3,10100,58.71653543307087,1,MP9,1,lan,early_01_10,ct_major,late_30_60,smg_shotgun,CT,headshot,0.16034656763076782,False,0.8396534323692322,CT,T,first_kill_and_equipment_agree
0f222f22-1d61-48c7-92a7-0578174959ba,online:6f87123d-f8ab-4b80-94fb-83afdb2632f9,online:6f87123d-f8ab-4b80-94fb-83afdb2632f9_11,1,0.16155877709388733,0,1,de_mirage,11,-15600,19.937007874015748,-1,AWP,0,online,middle_11_20,t_major,normal_15_30,sniper,T,non_headshot,0.8384412229061127,False,0.8384412229061127,T,CT,first_kill_and_equipment_agree
bdada140-b48c-4be0-93c3-ce2cd7973eed,online:e941205c-0716-43ea-9836-3ad863fc2193,online:e941205c-0716-43ea-9836-3ad863fc2193_20,1,0.1627156138420105,0,1,de_mirage,20,-10550,21.8671875,-1,AK-47,0,online,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.8372843861579895,False,0.8372843861579895,T,CT,first_kill_and_equipment_agree
28c6914e-e018-4d50-82f0-84082ae40d60,lan:1cda2845-354c-4007-80f6-9c487a18d65d,lan:1cda2845-354c-4007-80f6-9c487a18d65d_24,0,0.8303146362304688,1,0,de_inferno,24,14250,11.771653543307087,1,M4A4,1,lan,late_21_plus,ct_major,fast_00_15,rifle,CT,headshot,0.16968536376953125,False,0.8303146362304688,CT,T,first_kill_and_equipment_agree
57d599be-a66b-4b05-8c92-944005b5ce6a,lan:c257e9d2-1d8a-485e-9332-8a41fb28abcd,lan:c257e9d2-1d8a-485e-9332-8a41fb28abcd_18,1,0.1702975183725357,0,1,de_ancient,18,-11050,10.496062992125983,-1,AK-47,0,lan,middle_11_20,t_major,fast_00_15,rifle,T,non_headshot,0.8297024816274643,False,0.8297024816274643,T,CT,first_kill_and_equipment_agree
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:d2f318e2-eff6-40e6-bdc6-52868a1c92a2,online:d2f318e2-eff6-40e6-bdc6-52868a1c92a2_21,0,0.8295705318450928,1,0,de_overpass,21,16100,12.921875,1,AK-47,0,online,late_21_plus,ct_major,fast_00_15,rifle,CT,non_headshot,0.17042946815490723,False,0.8295705318450928,CT,T,first_kill_and_equipment_agree
7661436d-fb0d-44ba-859a-02946733736c,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29_2,1,0.1722460836172104,0,1,de_mirage,2,-10150,40.15625,-1,AK-47,0,lan,early_01_10,t_major,late_30_60,rifle,T,non_headshot,0.8277539163827896,False,0.8277539163827896,T,CT,first_kill_and_equipment_agree
a997b20a-a1e1-4c8f-9624-8aa733a72ded,online:05964cbb-8d63-4751-9749-e72e67a4202e,online:05964cbb-8d63-4751-9749-e72e67a4202e_17,0,0.8266855478286743,1,0,de_nuke,17,12150,28.64566929133858,1,UMP-45,0,online,middle_11_20,ct_major,normal_15_30,smg_shotgun,CT,non_headshot,0.17331445217132568,False,0.8266855478286743,CT,T,first_kill_and_equipment_agree
e30a03a0-3bba-4e02-9322-a553d9560d10,lan:59690ecc-075a-4b31-b9a9-cac07c6cc27a,lan:59690ecc-075a-4b31-b9a9-cac07c6cc27a_5,1,0.1751118004322052,0,1,de_overpass,5,-11400,36.90625,-1,AK-47,1,lan,early_01_10,t_major,late_30_60,rifle,T,headshot,0.8248881995677948,False,0.8248881995677948,T,CT,first_kill_and_equipment_agree
