severity,check,series_id,game_id,round_id,source_subset,map_name,round_num,ct_score,t_score,ct_alive,t_alive,ct_rifles,t_rifles,ct_grenades,t_grenades,ct_win
info,round_without_valid_kill,fae1d55d-cc37-4b36-a841-4b9fcb8cf432,lan:c28a5f89-8fec-47d6-8a20-5263e7f99b26,lan:c28a5f89-8fec-47d6-8a20-5263e7f99b26_24,lan,de_inferno,24,13,10,5,5,0,4,3,18,0
info,round_without_valid_kill,84355bd5-a8a0-4c54-a35c-31a87c85a2ee,lan:c6164277-3875-4140-8330-aade2de07b91,lan:c6164277-3875-4140-8330-aade2de07b91_26,lan,de_nuke,26,14,11,5,5,0,4,2,10,0
info,round_without_valid_kill,4d704e4a-c7bc-4f0e-8e4d-2d48dd8e2ba6,lan:cbcd28c2-ad8b-4ac0-8995-6e0843e27d17,lan:cbcd28c2-ad8b-4ac0-8995-6e0843e27d17_17,lan,de_inferno,17,9,7,5,5,0,2,13,10,0
info,round_without_valid_kill,36a4dddf-a5cd-4132-819d-7444692e422f,lan:e4b3fe78-8387-4621-a466-9d6eac933cdb,lan:e4b3fe78-8387-4621-a466-9d6eac933cdb_2,lan,de_nuke,2,0,1,5,5,0,4,5,15,0
info,round_without_valid_kill,1a73735c-2216-4614-a884-6109561483ed,lan:e9280dab-4a37-42fb-a945-5a63f01a0c79,lan:e9280dab-4a37-42fb-a945-5a63f01a0c79_3,lan,de_mirage,3,0,2,5,5,1,4,2,14,0
info,round_without_valid_kill,c405829a-45de-461d-8895-90f7fb92db88,online:071f071a-8538-4b7c-9daa-7825854e5d78,online:071f071a-8538-4b7c-9daa-7825854e5d78_24,online,de_overpass,24,9,14,5,5,1,5,4,17,0
info,round_without_valid_kill,6950950f-4e2a-4dbb-8847-0ef0a2893b9c,online:141ace08-e32d-480e-aafc-1d058c239d9e,online:141ace08-e32d-480e-aafc-1d058c239d9e_10,online,de_dust2,10,5,4,5,5,0,4,3,16,0
info,round_without_valid_kill,d2dff070-d216-4b59-9edd-1e20e9518a8a,online:19d0ac63-6f3d-447c-b63e-2424714da4f3,online:19d0ac63-6f3d-447c-b63e-2424714da4f3_29,online,de_nuke,29,14,14,5,5,4,4,18,16,0
info,round_without_valid_kill,1fd809af-9a58-4d11-bac2-c884d3b03215,online:1c6d764a-f54b-4898-afee-fc35755431cd,online:1c6d764a-f54b-4898-afee-fc35755431cd_23,online,de_dust2,23,15,7,5,5,0,2,3,16,0
info,round_without_valid_kill,67f16921-d5ae-4658-901d-94d81f4da2d7,online:1fd1ed0f-0d21-4cc2-ba6f-1fa1fe4efb24,online:1fd1ed0f-0d21-4cc2-ba6f-1fa1fe4efb24_19,online,de_vertigo,19,10,8,5,5,0,3,7,10,0
info,round_without_valid_kill,7c0b7a62-2a6f-4c67-9588-72677bbe6108,online:3322781f-3e5c-4302-9166-6e9fc775e1e3,online:3322781f-3e5c-4302-9166-6e9fc775e1e3_14,online,de_dust2,14,7,6,5,5,2,4,3,15,0
info,round_without_valid_kill,7c0b7a62-2a6f-4c67-9588-72677bbe6108,online:3322781f-3e5c-4302-9166-6e9fc775e1e3,online:3322781f-3e5c-4302-9166-6e9fc775e1e3_17,online,de_dust2,17,8,8,5,5,0,4,1,9,0
info,round_without_valid_kill,7c0b7a62-2a6f-4c67-9588-72677bbe6108,online:3322781f-3e5c-4302-9166-6e9fc775e1e3,online:3322781f-3e5c-4302-9166-6e9fc775e1e3_18,online,de_dust2,18,8,9,5,5,4,4,5,15,0
info,round_without_valid_kill,71c30b6b-48de-4199-9894-ed7fe4766306,online:390c5cb9-c839-4366-9c82-5560f53432c8,online:390c5cb9-c839-4366-9c82-5560f53432c8_13,online,de_ancient,13,8,4,5,5,0,4,2,17,0
info,round_without_valid_kill,71c30b6b-48de-4199-9894-ed7fe4766306,online:390c5cb9-c839-4366-9c82-5560f53432c8,online:390c5cb9-c839-4366-9c82-5560f53432c8_18,online,de_ancient,18,6,11,5,5,0,4,2,16,0
info,round_without_valid_kill,ca3e42a6-49b6-4da4-ab12-6c5ef86619de,online:45857760-9eaf-4587-bb1f-bf4dedd6cfdd,online:45857760-9eaf-4587-bb1f-bf4dedd6cfdd_21,online,de_inferno,21,6,14,5,5,0,4,7,17,0
info,round_without_valid_kill,67f16921-d5ae-4658-901d-94d81f4da2d7,online:479a4c9e-f82d-471f-b7ab-d7eb9e4b8dae,online:479a4c9e-f82d-471f-b7ab-d7eb9e4b8dae_17,online,de_nuke,17,8,8,5,5,0,2,4,16,0
info,round_without_valid_kill,dcb0c631-40d5-4ae5-8b9f-d4a72687d77a,online:48849317-5ad5-4b12-8221-4ce873764a5d,online:48849317-5ad5-4b12-8221-4ce873764a5d_18,online,de_inferno,18,9,8,5,5,0,4,3,16,0
info,round_without_valid_kill,c9bbc465-fcc9-4c33-9b03-0c8b63dd1f2a,online:660e99ad-9d4e-4295-a0e7-1c3576b7ebe3,online:660e99ad-9d4e-4295-a0e7-1c3576b7ebe3_4,online,de_ancient,4,2,1,5,5,0,5,4,17,0
info,round_without_valid_kill,7f28f209-585f-4842-aad3-10f8dbf3d839,online:69ddd111-771e-4182-aa39-7436dda3a58c,online:69ddd111-771e-4182-aa39-7436dda3a58c_8,online,de_vertigo,8,4,3,5,5,0,4,0,16,0
info,round_without_valid_kill,7d979656-f618-428a-8323-51c28b83a9c0,online:7deddc01-448f-4195-8c8f-c8cda5c9fdbb,online:7deddc01-448f-4195-8c8f-c8cda5c9fdbb_8,online,de_overpass,8,5,2,5,5,2,4,3,14,0
info,round_without_valid_kill,fb94c995-fd1f-4f43-a1c0-0489771b88a5,online:854ca54a-3068-4883-9eb4-34b7b511ddab,online:854ca54a-3068-4883-9eb4-34b7b511ddab_17,online,de_overpass,17,11,5,5,5,0,4,4,11,0
info,round_without_valid_kill,fe19fbd9-80ab-4a38-9a06-31e9cbbded02,online:9407f7f9-74ce-49d2-b987-db137b30d378,online:9407f7f9-74ce-49d2-b987-db137b30d378_8,online,de_dust2,8,3,4,5,5,0,4,3,17,0
info,round_without_valid_kill,5c60aa15-8c74-4ef7-89ad-106594bc35fa,online:993f3a19-9d01-483f-9b10-16a25fab74d4,online:993f3a19-9d01-483f-9b10-16a25fab74d4_25,online,de_overpass,25,15,9,5,5,2,5,9,15,0
info,round_without_valid_kill,febff781-5bd0-4b8e-851c-9e0e2956c808,online:ab9c3f90-8b17-4b83-a32b-cf05d46ef1cd,online:ab9c3f90-8b17-4b83-a32b-cf05d46ef1cd_2,online,de_mirage,2,0,1,5,5,0,5,5,13,0
info,round_without_valid_kill,2729a6d7-7db8-40b2-bce3-4a37bdfcff43,online:b2505af8-ea1a-4e53-99c9-24b49b9d89d5,online:b2505af8-ea1a-4e53-99c9-24b49b9d89d5_3,online,de_nuke,3,0,2,5,5,0,5,0,17,0
info,round_without_valid_kill,b084db84-f340-422a-a4d7-f60c400748ec,online:b5c56e6f-ef67-4e13-9e2d-a6999327025f,online:b5c56e6f-ef67-4e13-9e2d-a6999327025f_17,online,de_dust2,17,8,8,5,5,0,4,6,12,0
info,round_without_valid_kill,20483dcf-1888-459e-8966-2ae3d5e97b5e,online:d15d0d75-65a0-494e-ab2c-ea062bdeef8e,online:d15d0d75-65a0-494e-ab2c-ea062bdeef8e_17,online,de_dust2,17,4,12,5,5,0,2,10,14,0
info,round_without_valid_kill,c32dd58c-b127-48e6-98e2-560c85c32294,online:dace91eb-3e5f-4f72-a5c0-34f722b5a094,online:dace91eb-3e5f-4f72-a5c0-34f722b5a094_3,online,de_mirage,3,1,1,5,5,0,5,4,15,0
info,round_without_valid_kill,0be2bcc1-46ec-483d-8698-644b3eec6ea9,online:df47a493-f8f6-4975-adf4-d7c46d3438ad,online:df47a493-f8f6-4975-adf4-d7c46d3438ad_9,online,de_nuke,9,4,4,5,5,2,3,4,16,0
info,round_without_valid_kill,74c321f4-c36a-4e1f-b0f6-22108699f07f,online:e00375cc-fc7e-4999-9d25-535d13b41328,online:e00375cc-fc7e-4999-9d25-535d13b41328_5,online,de_vertigo,5,2,2,5,5,4,5,2,16,0
info,round_without_valid_kill,5ca5654a-fd22-4430-875a-02e4f603e914,online:e09eaa95-0ea7-4d43-9896-ee5072ac32ad,online:e09eaa95-0ea7-4d43-9896-ee5072ac32ad_18,online,de_nuke,18,7,10,5,5,1,5,4,16,0
info,round_without_valid_kill,5cde6776-c3f0-411c-a5d2-0424166bc4e2,online:e6ff5c15-03e1-46a1-8ced-cdd62366e234,online:e6ff5c15-03e1-46a1-8ced-cdd62366e234_10,online,de_mirage,10,3,6,5,5,2,4,3,16,0
info,round_without_valid_kill,a42c1caa-3951-44a7-ac90-ba4330b37d02,online:e8dc4d80-18b1-40f7-8fd5-37934ce52cea,online:e8dc4d80-18b1-40f7-8fd5-37934ce52cea_25,online,de_inferno,25,12,12,5,5,1,5,2,18,0
info,round_without_valid_kill,44377775-9388-4aa1-9074-63085daa4547,online:fb26cd42-3005-473a-a1a6-dd5fd1932346,online:fb26cd42-3005-473a-a1a6-dd5fd1932346_20,online,de_dust2,20,10,9,5,5,0,3,8,14,0
