series_id,game_id,round_id,y_true,ct_win_probability,predicted_label,ct_win,map_name,round_num,eq_value_diff_ct,ct_eq_value,t_eq_value,rifle_diff_ct,awp_diff_ct,first_kill_side,first_death_side,first_kill_weapon,first_kill_headshot,first_kill_time,source_subset,round_stage,equipment_band,t_win_probability,correct,assigned_side_probability,predicted_side,actual_winner,pre_round_pattern,outcome_pattern,predicted_side_won_first_kill
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_3,1,0.06913304044104732,0,1,de_dust2,3,-20050,2000,22050,-3,0,CT,T,Desert Eagle,1.0,23.724409448818896,lan,early_01_10,t_major,0.9308669595589527,False,0.9308669595589527,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_6,0,0.9289475702324257,1,0,de_dust2,6,31200,33500,2300,3,2,T,CT,Desert Eagle,1.0,46.91338582677165,lan,early_01_10,ct_major,0.07105242976757431,False,0.9289475702324257,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
641fd7e4-544b-4e92-8d2b-536a5825376c,online:948ddde3-3a34-47ff-a72b-b385457ea9a6,online:948ddde3-3a34-47ff-a72b-b385457ea9a6_18,1,0.08065621805308029,0,1,de_mirage,18,-19050,2500,21550,-4,0,CT,T,Desert Eagle,1.0,8.4921875,online,middle_11_20,t_major,0.9193437819469197,False,0.9193437819469197,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
c061918a-87ee-477d-afcc-12dab5a769ae,online:25d1ece6-8169-419d-a231-9ad4b920ace3,online:25d1ece6-8169-419d-a231-9ad4b920ace3_25,1,0.08500685492809928,0,1,de_dust2,25,-25150,2500,27650,-4,-1,CT,T,P250,1.0,18.30708661417323,online,late_21_plus,t_major,0.9149931450719007,False,0.9149931450719007,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
6a2d54ef-429f-4236-9501-60e7549f32ce,online:0240b0da-b2d9-40fb-9332-f3134243d2b6,online:0240b0da-b2d9-40fb-9332-f3134243d2b6_22,0,0.9147992609118506,1,0,de_inferno,22,26950,29750,2800,4,1,T,CT,Tec-9,1.0,51.78125,online,late_21_plus,ct_major,0.0852007390881494,False,0.9147992609118506,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
7661436d-fb0d-44ba-859a-02946733736c,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f_19,0,0.9062589049086688,1,0,de_nuke,19,24950,27950,3000,4,0,T,CT,Desert Eagle,1.0,12.1640625,lan,middle_11_20,ct_major,0.09374109509133122,False,0.9062589049086688,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
a997b20a-a1e1-4c8f-9624-8aa733a72ded,online:8a024690-6636-4b94-8211-683c104f6d84,online:8a024690-6636-4b94-8211-683c104f6d84_22,1,0.09614540098430802,0,1,de_vertigo,22,-25100,2750,27850,-4,-1,T,CT,AWP,0.0,13.671875,online,late_21_plus,t_major,0.903854599015692,False,0.903854599015692,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:ba19b05b-3103-4cbd-9f57-41d222f71770,online:ba19b05b-3103-4cbd-9f57-41d222f71770_28,1,0.09651719793857241,0,1,de_inferno,28,-19750,2300,22050,-4,0,T,CT,AK-47,1.0,19.3671875,online,late_21_plus,t_major,0.9034828020614276,False,0.9034828020614276,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
a997b20a-a1e1-4c8f-9624-8aa733a72ded,online:05964cbb-8d63-4751-9749-e72e67a4202e,online:05964cbb-8d63-4751-9749-e72e67a4202e_19,1,0.11803718347315645,0,1,de_nuke,19,-18200,3750,21950,-3,0,CT,T,Knife,0.0,50.23622047244095,online,middle_11_20,t_major,0.8819628165268436,False,0.8819628165268436,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
747526c1-f423-435f-8941-8064849b1c57,online:1ed468fc-dd85-4f84-9247-92be9a11af5b,online:1ed468fc-dd85-4f84-9247-92be9a11af5b_7,0,0.8809221243075992,1,0,de_inferno,7,26050,30200,4150,4,1,T,CT,Tec-9,1.0,59.40944881889764,online,early_01_10,ct_major,0.1190778756924008,False,0.8809221243075992,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
a7c08561-b718-493f-bb11-bf76aa1a221c,lan:f982160d-7649-4460-b25f-38fd94343529,lan:f982160d-7649-4460-b25f-38fd94343529_4,0,0.8803693436915433,1,0,de_inferno,4,24600,28900,4300,5,0,T,CT,Tec-9,1.0,14.338582677165354,lan,early_01_10,ct_major,0.1196306563084567,False,0.8803693436915433,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
bc33710d-1499-4a28-b981-ad5b0eb061a1,lan:59610ddd-4588-4379-8b1e-b8a84a678ed9,lan:59610ddd-4588-4379-8b1e-b8a84a678ed9_9,0,0.8800969322695883,1,0,de_ancient,9,25450,30550,5100,4,1,T,CT,Tec-9,1.0,10.645669291338583,lan,early_01_10,ct_major,0.1199030677304117,False,0.8800969322695883,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
ffa461c3-e698-46a0-955c-bbc4d4369210,lan:5e987f3c-2a75-4c63-8f04-0fac59abcc92,lan:5e987f3c-2a75-4c63-8f04-0fac59abcc92_13,0,0.8799196875466627,1,0,de_mirage,13,30150,33200,3050,3,2,T,CT,Tec-9,0.0,23.7265625,lan,middle_11_20,ct_major,0.12008031245333728,False,0.8799196875466627,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
aca4acfc-efb2-4552-a503-2284be8c2a5f,online:d35b998d-716e-477b-a66c-16663c8a2a2b,online:d35b998d-716e-477b-a66c-16663c8a2a2b_9,0,0.8783113441960566,1,0,de_inferno,9,22850,28750,5900,3,1,T,CT,Tec-9,0.0,15.039370078740157,online,early_01_10,ct_major,0.12168865580394339,False,0.8783113441960566,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_18,0,0.8771182154371062,1,0,de_nuke,18,21700,27400,5700,5,0,T,CT,Tec-9,0.0,76.25196850393701,online,middle_11_20,ct_major,0.12288178456289378,False,0.8771182154371062,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
48fb8ae5-5342-44cc-bfc5-8957068d565e,online:2e7b5b87-ad49-40d5-a783-99ee519d419b,online:2e7b5b87-ad49-40d5-a783-99ee519d419b_8,0,0.876540439430353,1,0,de_inferno,8,24450,29100,4650,3,1,T,CT,Desert Eagle,1.0,23.4140625,online,early_01_10,ct_major,0.12345956056964702,False,0.876540439430353,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
891751f3-228c-453e-8a36-b67ee9340cbd,online:b53069af-8ee0-4757-8500-448c6f4082d8,online:b53069af-8ee0-4757-8500-448c6f4082d8_12,0,0.8752369181295905,1,0,de_inferno,12,20350,26300,5950,4,0,CT,T,AWP,0.0,27.828125,online,middle_11_20,ct_major,0.12476308187040952,False,0.8752369181295905,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
8c516ddf-4403-4eaa-a17d-44a9feae80f5,lan:9337dadd-c577-4043-a280-4c3b1f70c400,lan:9337dadd-c577-4043-a280-4c3b1f70c400_11,1,0.12491259122846397,0,1,de_mirage,11,-23500,4050,27550,-4,-1,T,CT,AK-47,0.0,22.3984375,lan,middle_11_20,t_major,0.875087408771536,False,0.875087408771536,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
bb7fb8a7-1a8b-4990-bb6b-b42109cb3259,online:d02539dd-8ef5-4f24-a1ca-c1c39d93e0e9,online:d02539dd-8ef5-4f24-a1ca-c1c39d93e0e9_19,0,0.872361619197848,1,0,de_mirage,19,26450,31050,4600,4,1,CT,T,AK-47,1.0,53.023622047244096,online,middle_11_20,ct_major,0.12763838080215195,False,0.872361619197848,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
f0c01bf0-17ea-45a3-a5c5-f50269a1cefb,online:297643ce-df7a-470e-8c22-904f4595c3d6,online:297643ce-df7a-470e-8c22-904f4595c3d6_14,0,0.8715682381379047,1,0,de_overpass,14,26750,31850,5100,4,1,T,CT,Desert Eagle,0.0,68.28125,online,middle_11_20,ct_major,0.12843176186209526,False,0.8715682381379047,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
53a0fb0a-ab1f-46ab-959b-2244a711db8b,lan:ba311429-f82d-4d6e-9cdb-1cc982c2808b,lan:ba311429-f82d-4d6e-9cdb-1cc982c2808b_8,1,0.129293640549898,0,1,de_nuke,8,-20800,4400,25200,-5,0,CT,T,MP9,1.0,16.6171875,lan,early_01_10,t_major,0.870706359450102,False,0.870706359450102,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
747526c1-f423-435f-8941-8064849b1c57,online:34525ebe-5474-46a4-9eda-3b5dc358314d,online:34525ebe-5474-46a4-9eda-3b5dc358314d_26,0,0.8706396586986712,1,0,de_overpass,26,26950,31150,4200,4,1,CT,T,AWP,0.0,52.48031496062992,online,late_21_plus,ct_major,0.12936034130132879,False,0.8706396586986712,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
343edef3-916d-4f85-93b4-3b32c0c70d00,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3_9,0,0.8699037884940398,1,0,de_mirage,9,25900,31150,5250,4,1,T,CT,Tec-9,1.0,36.60629921259842,lan,early_01_10,ct_major,0.13009621150596018,False,0.8699037884940398,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
1d9ba8f4-06c5-4625-95e4-db3222447959,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1_3,1,0.13298805767511593,0,1,de_ancient,3,-15500,3750,19250,-2,0,CT,T,P250,0.0,20.9296875,lan,early_01_10,t_major,0.8670119423248841,False,0.8670119423248841,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
b8566664-9c5c-44da-bf94-eba8dfbac067,lan:c4f10735-3b95-46db-bfc1-d241089f57d6,lan:c4f10735-3b95-46db-bfc1-d241089f57d6_12,0,0.864029737158472,1,0,de_inferno,12,25200,31250,6050,4,1,T,CT,Desert Eagle,1.0,21.181102362204726,lan,middle_11_20,ct_major,0.13597026284152802,False,0.864029737158472,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
c061918a-87ee-477d-afcc-12dab5a769ae,online:1eedeeca-4400-41a5-a861-22e88435b473,online:1eedeeca-4400-41a5-a861-22e88435b473_6,1,0.1374804890868983,0,1,de_train,6,-21700,4750,26450,-4,-1,T,CT,AK-47,0.0,15.433070866141732,online,early_01_10,t_major,0.8625195109131016,False,0.8625195109131016,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
c9feb32c-ed8d-46a9-b620-380f6dfff501,online:7c898eb3-1e97-4e18-aece-3d1a6fc6b732,online:7c898eb3-1e97-4e18-aece-3d1a6fc6b732_23,1,0.13757245433872908,0,1,de_mirage,23,-17800,4300,22100,-4,0,CT,T,Desert Eagle,1.0,28.8503937007874,online,late_21_plus,t_major,0.8624275456612709,False,0.8624275456612709,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_4,1,0.13955047312561367,0,1,de_vertigo,4,-19600,6200,25800,-5,0,CT,T,Desert Eagle,1.0,23.46875,online,early_01_10,t_major,0.8604495268743864,False,0.8604495268743864,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
f107e704-85f7-44aa-9a35-ad7ac601c4d2,lan:252b2257-340c-42c8-8210-5e62674bcd52,lan:252b2257-340c-42c8-8210-5e62674bcd52_9,0,0.8590272018045133,1,0,de_ancient,9,26700,32250,5550,3,2,T,CT,Tec-9,1.0,8.984375,lan,early_01_10,ct_major,0.1409727981954867,False,0.8590272018045133,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
28c6914e-e018-4d50-82f0-84082ae40d60,lan:7bd3ccfd-d101-4972-8e54-230434c33ceb,lan:7bd3ccfd-d101-4972-8e54-230434c33ceb_12,0,0.8587172436221581,1,0,de_mirage,12,30650,33800,3150,3,2,T,CT,Desert Eagle,0.0,42.08661417322835,lan,middle_11_20,ct_major,0.14128275637784193,False,0.8587172436221581,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
af3b36e5-3abf-4ba2-8513-786e06f2adb2,online:5d167f7f-32d8-4b5f-922d-8f636a2553d1,online:5d167f7f-32d8-4b5f-922d-8f636a2553d1_13,1,0.1579330155259358,0,1,de_vertigo,13,-21500,6350,27850,-4,-1,CT,T,Desert Eagle,0.0,26.0625,online,middle_11_20,t_major,0.8420669844740643,False,0.8420669844740643,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
58e04be8-d9d5-4031-adda-bec6a4af79b9,online:3f804500-94e5-46bb-9e90-d93b04df2acb,online:3f804500-94e5-46bb-9e90-d93b04df2acb_18,0,0.8387580339742836,1,0,de_mirage,18,17500,24850,7350,5,0,CT,T,M4A1,1.0,13.10236220472441,online,middle_11_20,ct_major,0.1612419660257164,False,0.8387580339742836,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
15a7381f-9702-4a37-8a26-aa83969fe385,online:7c9f5561-7626-419f-b150-db8ab4506261,online:7c9f5561-7626-419f-b150-db8ab4506261_6,0,0.838623439127332,1,0,de_nuke,6,22650,29600,6950,4,1,T,CT,Tec-9,1.0,23.858267716535433,online,early_01_10,ct_major,0.16137656087266805,False,0.838623439127332,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
e30a03a0-3bba-4e02-9322-a553d9560d10,lan:59690ecc-075a-4b31-b9a9-cac07c6cc27a,lan:59690ecc-075a-4b31-b9a9-cac07c6cc27a_23,1,0.16281997351513897,0,1,de_overpass,23,-17950,6550,24500,-5,1,CT,T,Desert Eagle,1.0,15.046875,lan,late_21_plus,t_major,0.837180026484861,False,0.837180026484861,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
f107e704-85f7-44aa-9a35-ad7ac601c4d2,lan:1aa2b4d0-da56-4760-8027-3c485531133f,lan:1aa2b4d0-da56-4760-8027-3c485531133f_25,0,0.8366228374986845,1,0,de_nuke,25,22500,30050,7550,4,1,CT,T,M4A1,1.0,17.6875,lan,late_21_plus,ct_major,0.1633771625013155,False,0.8366228374986845,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
f9f86156-544c-4b95-b4ca-cb5b33386198,online:6ecde413-207c-4e25-8ac3-e98309ea1757,online:6ecde413-207c-4e25-8ac3-e98309ea1757_6,0,0.8355171661270191,1,0,de_overpass,6,22850,29900,7050,4,1,T,CT,Desert Eagle,1.0,30.5234375,online,early_01_10,ct_major,0.1644828338729809,False,0.8355171661270191,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
f6a2e8b5-8787-4353-8ba7-8d6f3619ef8a,online:2134a09e-44a1-40f9-b838-0b1244ffaf8c,online:2134a09e-44a1-40f9-b838-0b1244ffaf8c_3,0,0.835087429503257,1,0,de_train,3,15700,21150,5450,2,0,T,CT,Tec-9,1.0,12.259842519685039,online,early_01_10,ct_major,0.16491257049674302,False,0.835087429503257,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
343edef3-916d-4f85-93b4-3b32c0c70d00,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3,lan:f912d2b7-3bec-47a2-9609-0ab73fb263e3_13,1,0.16702593345599961,0,1,de_mirage,13,-19150,6350,25500,-3,-1,CT,T,Desert Eagle,0.0,16.834645669291337,lan,middle_11_20,t_major,0.8329740665440004,False,0.8329740665440004,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
e1c9c5ad-216e-4674-8c5f-695866d5401d,online:27c25a08-f762-4d91-905e-bfeeadda6fe5,online:27c25a08-f762-4d91-905e-bfeeadda6fe5_10,1,0.16707141816035848,0,1,de_dust2,10,-22250,4950,27200,-4,-1,CT,T,Desert Eagle,1.0,16.559055118110237,online,early_01_10,t_major,0.8329285818396415,False,0.8329285818396415,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
85287401-1b17-44d6-8062-4376ffe0f057,online:d82621ad-fd3e-45a4-949e-abc9f8a15449,online:d82621ad-fd3e-45a4-949e-abc9f8a15449_12,1,0.1675775161888538,0,1,de_nuke,12,-19700,5600,25300,-5,-1,CT,T,Desert Eagle,1.0,19.5234375,online,middle_11_20,t_major,0.8324224838111463,False,0.8324224838111463,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
63e0d98d-fd95-4698-9d12-808508005ee2,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b,online:1f4b1506-6f45-43ee-8b4c-82961eb4bd5b_20,0,0.8323308072498842,1,0,de_vertigo,20,21500,28700,7200,4,1,T,CT,Desert Eagle,1.0,59.9296875,online,middle_11_20,ct_major,0.16766919275011583,False,0.8323308072498842,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
af3b36e5-3abf-4ba2-8513-786e06f2adb2,online:5d167f7f-32d8-4b5f-922d-8f636a2553d1,online:5d167f7f-32d8-4b5f-922d-8f636a2553d1_18,0,0.8321655834693892,1,0,de_vertigo,18,17350,24550,7200,4,0,T,CT,Desert Eagle,1.0,42.0859375,online,middle_11_20,ct_major,0.16783441653061082,False,0.8321655834693892,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
7661436d-fb0d-44ba-859a-02946733736c,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29_3,0,0.8314538435002257,1,0,de_mirage,3,18850,26700,7850,5,0,CT,T,HE Grenade,0.0,17.5,lan,early_01_10,ct_major,0.16854615649977434,False,0.8314538435002257,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
85287401-1b17-44d6-8062-4376ffe0f057,online:44c564ed-d9c2-4de5-ac33-c51df55ec99e,online:44c564ed-d9c2-4de5-ac33-c51df55ec99e_19,0,0.8305583541254766,1,0,de_inferno,19,18550,26400,7850,3,1,T,CT,Desert Eagle,1.0,40.7421875,online,middle_11_20,ct_major,0.16944164587452337,False,0.8305583541254766,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
8ddb1672-ae23-4ad0-b41b-25add199cd3b,lan:23976615-8f5e-46df-8d90-b37f3c3a717f,lan:23976615-8f5e-46df-8d90-b37f3c3a717f_14,1,0.17119774479898708,0,1,de_mirage,14,-19250,5800,25050,-4,0,CT,T,AK-47,1.0,12.4609375,lan,middle_11_20,t_major,0.8288022552010129,False,0.8288022552010129,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
be095e82-910f-4359-9faa-5210cf91770b,online:5633823e-59b6-4e4a-91e7-e20d1697ab2e,online:5633823e-59b6-4e4a-91e7-e20d1697ab2e_6,1,0.1728701991124275,0,1,de_ancient,6,-20050,6200,26250,-2,-1,CT,T,USP-S,0.0,15.6640625,online,early_01_10,t_major,0.8271298008875725,False,0.8271298008875725,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
e0bf3c83-af14-4f74-aa93-827dc28d9c11,lan:7a9edc0c-869b-4e11-9d6b-7487f599ca91,lan:7a9edc0c-869b-4e11-9d6b-7487f599ca91_19,0,0.8256211364304173,1,0,de_nuke,19,23150,29850,6700,4,1,CT,T,AK-47,0.0,24.023622047244096,lan,middle_11_20,ct_major,0.17437886356958265,False,0.8256211364304173,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
15a7cd5c-2104-42cd-bac4-eae9d1083d19,online:a314368f-f7f9-42b0-b497-fc60716dcaa7,online:a314368f-f7f9-42b0-b497-fc60716dcaa7_14,1,0.1752231055420656,0,1,de_inferno,14,-13800,5950,19750,-1,0,T,CT,AK-47,0.0,23.0703125,online,middle_11_20,t_major,0.8247768944579343,False,0.8247768944579343,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
5a4c75ca-ed01-4d01-8d2c-97409a9f5113,lan:88551554-2186-4d7e-95c2-f7f22e543d9f,lan:88551554-2186-4d7e-95c2-f7f22e543d9f_7,0,0.8243894272309285,1,0,de_nuke,7,22800,30500,7700,4,1,T,CT,Tec-9,1.0,29.677165354330707,lan,early_01_10,ct_major,0.17561057276907155,False,0.8243894272309285,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
79e16b64-6722-4b8d-b38a-95463d6315b9,lan:790820a2-46a6-41f0-8dd1-8a4c3f1f1098,lan:790820a2-46a6-41f0-8dd1-8a4c3f1f1098_7,0,0.8231533129621051,1,0,de_dust2,7,25450,32850,7400,2,2,T,CT,SSG 08,1.0,6.546875,lan,early_01_10,ct_major,0.17684668703789486,False,0.8231533129621051,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
28c6914e-e018-4d50-82f0-84082ae40d60,lan:1cda2845-354c-4007-80f6-9c487a18d65d,lan:1cda2845-354c-4007-80f6-9c487a18d65d_13,1,0.176925839577456,0,1,de_inferno,13,-18650,6550,25200,-5,0,T,CT,AK-47,0.0,19.46456692913386,lan,middle_11_20,t_major,0.823074160422544,False,0.823074160422544,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
1d9ba8f4-06c5-4625-95e4-db3222447959,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1,lan:1ebd3c8b-7475-4075-98a7-ebe3228882e1_9,0,0.8206899077636005,1,0,de_ancient,9,20750,27800,7050,3,1,T,CT,Desert Eagle,1.0,15.328125,lan,early_01_10,ct_major,0.1793100922363995,False,0.8206899077636005,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
