series_id,game_id,round_id,y_true,ct_win_probability,predicted_label,ct_win,map_name,round_num,eq_value_diff_ct,ct_eq_value,t_eq_value,rifle_diff_ct,awp_diff_ct,first_kill_side,first_death_side,first_kill_weapon,first_kill_headshot,first_kill_time,source_subset,round_stage,equipment_band,t_win_probability,correct,assigned_side_probability,predicted_side,actual_winner,pre_round_pattern,outcome_pattern,predicted_side_won_first_kill
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_3,1,0.06913304044104732,0,1,de_dust2,3,-20050,2000,22050,-3,0,CT,T,Desert Eagle,1.0,23.724409448818896,lan,early_01_10,t_major,0.9308669595589527,False,0.9308669595589527,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_6,0,0.9289475702324257,1,0,de_dust2,6,31200,33500,2300,3,2,T,CT,Desert Eagle,1.0,46.91338582677165,lan,early_01_10,ct_major,0.07105242976757431,False,0.9289475702324257,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
641fd7e4-544b-4e92-8d2b-536a5825376c,online:948ddde3-3a34-47ff-a72b-b385457ea9a6,online:948ddde3-3a34-47ff-a72b-b385457ea9a6_18,1,0.08065621805308029,0,1,de_mirage,18,-19050,2500,21550,-4,0,CT,T,Desert Eagle,1.0,8.4921875,online,middle_11_20,t_major,0.9193437819469197,False,0.9193437819469197,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
c061918a-87ee-477d-afcc-12dab5a769ae,online:25d1ece6-8169-419d-a231-9ad4b920ace3,online:25d1ece6-8169-419d-a231-9ad4b920ace3_25,1,0.08500685492809928,0,1,de_dust2,25,-25150,2500,27650,-4,-1,CT,T,P250,1.0,18.30708661417323,online,late_21_plus,t_major,0.9149931450719007,False,0.9149931450719007,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
6a2d54ef-429f-4236-9501-60e7549f32ce,online:0240b0da-b2d9-40fb-9332-f3134243d2b6,online:0240b0da-b2d9-40fb-9332-f3134243d2b6_22,0,0.9147992609118506,1,0,de_inferno,22,26950,29750,2800,4,1,T,CT,Tec-9,1.0,51.78125,online,late_21_plus,ct_major,0.0852007390881494,False,0.9147992609118506,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
7661436d-fb0d-44ba-859a-02946733736c,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f,lan:c707514f-6eda-4e43-ade5-2a3056cfb38f_19,0,0.9062589049086688,1,0,de_nuke,19,24950,27950,3000,4,0,T,CT,Desert Eagle,1.0,12.1640625,lan,middle_11_20,ct_major,0.09374109509133122,False,0.9062589049086688,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
a997b20a-a1e1-4c8f-9624-8aa733a72ded,online:8a024690-6636-4b94-8211-683c104f6d84,online:8a024690-6636-4b94-8211-683c104f6d84_22,1,0.09614540098430802,0,1,de_vertigo,22,-25100,2750,27850,-4,-1,T,CT,AWP,0.0,13.671875,online,late_21_plus,t_major,0.903854599015692,False,0.903854599015692,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:ba19b05b-3103-4cbd-9f57-41d222f71770,online:ba19b05b-3103-4cbd-9f57-41d222f71770_28,1,0.09651719793857241,0,1,de_inferno,28,-19750,2300,22050,-4,0,T,CT,AK-47,1.0,19.3671875,online,late_21_plus,t_major,0.9034828020614276,False,0.9034828020614276,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
a997b20a-a1e1-4c8f-9624-8aa733a72ded,online:05964cbb-8d63-4751-9749-e72e67a4202e,online:05964cbb-8d63-4751-9749-e72e67a4202e_19,1,0.11803718347315645,0,1,de_nuke,19,-18200,3750,21950,-3,0,CT,T,Knife,0.0,50.23622047244095,online,middle_11_20,t_major,0.8819628165268436,False,0.8819628165268436,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
747526c1-f423-435f-8941-8064849b1c57,online:1ed468fc-dd85-4f84-9247-92be9a11af5b,online:1ed468fc-dd85-4f84-9247-92be9a11af5b_7,0,0.8809221243075992,1,0,de_inferno,7,26050,30200,4150,4,1,T,CT,Tec-9,1.0,59.40944881889764,online,early_01_10,ct_major,0.1190778756924008,False,0.8809221243075992,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
a7c08561-b718-493f-bb11-bf76aa1a221c,lan:f982160d-7649-4460-b25f-38fd94343529,lan:f982160d-7649-4460-b25f-38fd94343529_4,0,0.8803693436915433,1,0,de_inferno,4,24600,28900,4300,5,0,T,CT,Tec-9,1.0,14.338582677165354,lan,early_01_10,ct_major,0.1196306563084567,False,0.8803693436915433,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
bc33710d-1499-4a28-b981-ad5b0eb061a1,lan:59610ddd-4588-4379-8b1e-b8a84a678ed9,lan:59610ddd-4588-4379-8b1e-b8a84a678ed9_9,0,0.8800969322695883,1,0,de_ancient,9,25450,30550,5100,4,1,T,CT,Tec-9,1.0,10.645669291338583,lan,early_01_10,ct_major,0.1199030677304117,False,0.8800969322695883,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
ffa461c3-e698-46a0-955c-bbc4d4369210,lan:5e987f3c-2a75-4c63-8f04-0fac59abcc92,lan:5e987f3c-2a75-4c63-8f04-0fac59abcc92_13,0,0.8799196875466627,1,0,de_mirage,13,30150,33200,3050,3,2,T,CT,Tec-9,0.0,23.7265625,lan,middle_11_20,ct_major,0.12008031245333728,False,0.8799196875466627,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
aca4acfc-efb2-4552-a503-2284be8c2a5f,online:d35b998d-716e-477b-a66c-16663c8a2a2b,online:d35b998d-716e-477b-a66c-16663c8a2a2b_9,0,0.8783113441960566,1,0,de_inferno,9,22850,28750,5900,3,1,T,CT,Tec-9,0.0,15.039370078740157,online,early_01_10,ct_major,0.12168865580394339,False,0.8783113441960566,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb,online:178eb7eb-2dd3-4394-9a5e-232c52ae0cdb_18,0,0.8771182154371062,1,0,de_nuke,18,21700,27400,5700,5,0,T,CT,Tec-9,0.0,76.25196850393701,online,middle_11_20,ct_major,0.12288178456289378,False,0.8771182154371062,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
48fb8ae5-5342-44cc-bfc5-8957068d565e,online:2e7b5b87-ad49-40d5-a783-99ee519d419b,online:2e7b5b87-ad49-40d5-a783-99ee519d419b_8,0,0.876540439430353,1,0,de_inferno,8,24450,29100,4650,3,1,T,CT,Desert Eagle,1.0,23.4140625,online,early_01_10,ct_major,0.12345956056964702,False,0.876540439430353,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
891751f3-228c-453e-8a36-b67ee9340cbd,online:b53069af-8ee0-4757-8500-448c6f4082d8,online:b53069af-8ee0-4757-8500-448c6f4082d8_12,0,0.8752369181295905,1,0,de_inferno,12,20350,26300,5950,4,0,CT,T,AWP,0.0,27.828125,online,middle_11_20,ct_major,0.12476308187040952,False,0.8752369181295905,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
8c516ddf-4403-4eaa-a17d-44a9feae80f5,lan:9337dadd-c577-4043-a280-4c3b1f70c400,lan:9337dadd-c577-4043-a280-4c3b1f70c400_11,1,0.12491259122846397,0,1,de_mirage,11,-23500,4050,27550,-4,-1,T,CT,AK-47,0.0,22.3984375,lan,middle_11_20,t_major,0.875087408771536,False,0.875087408771536,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
bb7fb8a7-1a8b-4990-bb6b-b42109cb3259,online:d02539dd-8ef5-4f24-a1ca-c1c39d93e0e9,online:d02539dd-8ef5-4f24-a1ca-c1c39d93e0e9_19,0,0.872361619197848,1,0,de_mirage,19,26450,31050,4600,4,1,CT,T,AK-47,1.0,53.023622047244096,online,middle_11_20,ct_major,0.12763838080215195,False,0.872361619197848,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
f0c01bf0-17ea-45a3-a5c5-f50269a1cefb,online:297643ce-df7a-470e-8c22-904f4595c3d6,online:297643ce-df7a-470e-8c22-904f4595c3d6_14,0,0.8715682381379047,1,0,de_overpass,14,26750,31850,5100,4,1,T,CT,Desert Eagle,0.0,68.28125,online,middle_11_20,ct_major,0.12843176186209526,False,0.8715682381379047,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
