series_id,game_id,round_id,y_true,ct_win_probability,predicted_label,ct_win,map_name,round_num,eq_value_diff_ct,first_kill_time,first_kill_advantage_ct,first_kill_weapon,first_kill_headshot,source_subset,round_stage,equipment_band,first_kill_time_band,first_kill_weapon_family,first_kill_side,first_kill_headshot_label,t_win_probability,correct,assigned_side_probability,predicted_side,actual_winner,signal_pattern
689b4e82-473b-4e35-a0c8-e23edc2dbb23,lan:325cac78-4ca2-4a8d-bb7f-441320ce69d4,lan:325cac78-4ca2-4a8d-bb7f-441320ce69d4_20,1,0.0806100617885572,0,1,de_inferno,20,-17400,27.640625,-1,AK-47,0,lan,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.9193899382114428,False,0.9193899382114428,T,CT,first_kill_and_equipment_agree
bc33710d-1499-4a28-b981-ad5b0eb061a1,lan:05a57319-2185-4a18-9ad8-89b078bc48cb,lan:05a57319-2185-4a18-9ad8-89b078bc48cb_14,1,0.08573728940132717,0,1,de_inferno,14,-14250,51.07086614173228,-1,AK-47,1,lan,middle_11_20,t_major,late_30_60,rifle,T,headshot,0.9142627105986728,False,0.9142627105986728,T,CT,first_kill_and_equipment_agree
15a7cd5c-2104-42cd-bac4-eae9d1083d19,online:a314368f-f7f9-42b0-b497-fc60716dcaa7,online:a314368f-f7f9-42b0-b497-fc60716dcaa7_14,1,0.08633518451947335,0,1,de_inferno,14,-13800,23.0703125,-1,AK-47,0,online,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.9136648154805267,False,0.9136648154805267,T,CT,first_kill_and_equipment_agree
8fadbb13-3728-4211-b0eb-cd4075a60218,lan:44d5e289-b224-43ae-aaf2-3d79accc7909,lan:44d5e289-b224-43ae-aaf2-3d79accc7909_7,1,0.08992818747933032,0,1,de_nuke,7,-19600,23.070866141732285,1,Knife,0,lan,early_01_10,t_major,normal_15_30,utility_other,CT,non_headshot,0.9100718125206697,False,0.9100718125206697,T,CT,equipment_only
bdada140-b48c-4be0-93c3-ce2cd7973eed,online:e941205c-0716-43ea-9836-3ad863fc2193,online:e941205c-0716-43ea-9836-3ad863fc2193_3,1,0.08993278295494715,0,1,de_mirage,3,-14800,35.390625,-1,AK-47,0,online,early_01_10,t_major,late_30_60,rifle,T,non_headshot,0.9100672170450529,False,0.9100672170450529,T,CT,first_kill_and_equipment_agree
aca4acfc-efb2-4552-a503-2284be8c2a5f,online:d35b998d-716e-477b-a66c-16663c8a2a2b,online:d35b998d-716e-477b-a66c-16663c8a2a2b_22,1,0.09728004915970084,0,1,de_inferno,22,-15950,69.41732283464567,-1,AK-47,1,online,late_21_plus,t_major,very_late_60_plus,rifle,T,headshot,0.9027199508402992,False,0.9027199508402992,T,CT,first_kill_and_equipment_agree
58e04be8-d9d5-4031-adda-bec6a4af79b9,online:3f804500-94e5-46bb-9e90-d93b04df2acb,online:3f804500-94e5-46bb-9e90-d93b04df2acb_18,0,0.9000429929153653,1,0,de_mirage,18,17500,13.10236220472441,1,M4A1,1,online,middle_11_20,ct_major,fast_00_15,rifle,CT,headshot,0.09995700708463473,False,0.9000429929153653,CT,T,first_kill_and_equipment_agree
891751f3-228c-453e-8a36-b67ee9340cbd,online:b53069af-8ee0-4757-8500-448c6f4082d8,online:b53069af-8ee0-4757-8500-448c6f4082d8_12,0,0.8976458286611151,1,0,de_inferno,12,20350,27.828125,1,AWP,0,online,middle_11_20,ct_major,normal_15_30,sniper,CT,non_headshot,0.10235417133888491,False,0.8976458286611151,CT,T,first_kill_and_equipment_agree
7661436d-fb0d-44ba-859a-02946733736c,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29,lan:54d9b5f2-f079-4ce9-8a78-06beae802c29_3,0,0.8975557424340624,1,0,de_mirage,3,18850,17.5,1,HE Grenade,0,lan,early_01_10,ct_major,normal_15_30,utility_other,CT,non_headshot,0.10244425756593756,False,0.8975557424340624,CT,T,first_kill_and_equipment_agree
79e16b64-6722-4b8d-b38a-95463d6315b9,lan:e8eff408-f08e-4798-9d7f-807375662fce,lan:e8eff408-f08e-4798-9d7f-807375662fce_14,1,0.10447551011228445,0,1,de_nuke,14,-18700,16.858267716535433,-1,AK-47,0,lan,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.8955244898877155,False,0.8955244898877155,T,CT,first_kill_and_equipment_agree
c7f0e145-6303-40e6-9b79-ab0f825db57d,online:f6dd9383-8d0b-46b6-b255-c3747d107355,online:f6dd9383-8d0b-46b6-b255-c3747d107355_23,1,0.10586808318403967,0,1,de_mirage,23,-21950,23.858267716535433,1,CZ75 Auto,0,online,late_21_plus,t_major,normal_15_30,pistol,CT,non_headshot,0.8941319168159603,False,0.8941319168159603,T,CT,equipment_only
8ddb1672-ae23-4ad0-b41b-25add199cd3b,lan:23976615-8f5e-46df-8d90-b37f3c3a717f,lan:23976615-8f5e-46df-8d90-b37f3c3a717f_6,1,0.10702737411007968,0,1,de_mirage,6,-17800,12.84375,-1,AWP,0,lan,early_01_10,t_major,fast_00_15,sniper,T,non_headshot,0.8929726258899203,False,0.8929726258899203,T,CT,first_kill_and_equipment_agree
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_18,1,0.1073162376441118,0,1,de_dust2,18,-9550,23.165354330708663,-1,AK-47,0,lan,middle_11_20,t_major,normal_15_30,rifle,T,non_headshot,0.8926837623558882,False,0.8926837623558882,T,CT,first_kill_and_equipment_agree
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd,lan:44c78b55-2961-40a1-ae4f-abe2d8309ebd_3,1,0.10880911776923304,0,1,de_dust2,3,-20050,23.724409448818896,1,Desert Eagle,1,lan,early_01_10,t_major,normal_15_30,pistol,CT,headshot,0.8911908822307669,False,0.8911908822307669,T,CT,equipment_only
c061918a-87ee-477d-afcc-12dab5a769ae,online:1eedeeca-4400-41a5-a861-22e88435b473,online:1eedeeca-4400-41a5-a861-22e88435b473_11,0,0.8900706608395038,1,0,de_train,11,28150,14.795275590551181,1,M4A4,0,online,middle_11_20,ct_major,fast_00_15,rifle,CT,non_headshot,0.10992933916049619,False,0.8900706608395038,CT,T,first_kill_and_equipment_agree
f107e704-85f7-44aa-9a35-ad7ac601c4d2,lan:1aa2b4d0-da56-4760-8027-3c485531133f,lan:1aa2b4d0-da56-4760-8027-3c485531133f_25,0,0.887989313928054,1,0,de_nuke,25,22500,17.6875,1,M4A1,1,lan,late_21_plus,ct_major,normal_15_30,rifle,CT,headshot,0.11201068607194598,False,0.887989313928054,CT,T,first_kill_and_equipment_agree
212c63aa-15f9-44e0-94f3-53d43be53c10,online:97926fdf-5199-4e47-beb3-91a8d251b50f,online:97926fdf-5199-4e47-beb3-91a8d251b50f_8,0,0.8859324796239658,1,0,de_inferno,8,21300,12.535433070866143,1,M4A4,1,online,early_01_10,ct_major,fast_00_15,rifle,CT,headshot,0.11406752037603418,False,0.8859324796239658,CT,T,first_kill_and_equipment_agree
48fb8ae5-5342-44cc-bfc5-8957068d565e,online:996ea94c-d525-4d3e-b54d-5b68be2b4bcf,online:996ea94c-d525-4d3e-b54d-5b68be2b4bcf_3,0,0.8838795746603199,1,0,de_nuke,3,16400,19.9375,1,MP9,1,online,early_01_10,ct_major,normal_15_30,smg_shotgun,CT,headshot,0.11612042533968014,False,0.8838795746603199,CT,T,first_kill_and_equipment_agree
e0bf3c83-af14-4f74-aa93-827dc28d9c11,lan:7a9edc0c-869b-4e11-9d6b-7487f599ca91,lan:7a9edc0c-869b-4e11-9d6b-7487f599ca91_19,0,0.8838477020163641,1,0,de_nuke,19,23150,24.023622047244096,1,AK-47,0,lan,middle_11_20,ct_major,normal_15_30,rifle,CT,non_headshot,0.11615229798363591,False,0.8838477020163641,CT,T,first_kill_and_equipment_agree
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_28,0,0.8822014925148266,1,0,de_ancient,28,24600,18.7265625,1,M4A4,1,online,late_21_plus,ct_major,normal_15_30,rifle,CT,headshot,0.1177985074851734,False,0.8822014925148266,CT,T,first_kill_and_equipment_agree
