series_id,split,game_count,round_count,ct_win_rate
1373632b-521f-491e-b6f4-6f6e471eb2ff,train,2,44,0.5454545454545454
13a79b19-9cfa-4e70-ac0e-c9e9e61d66da,test,1,29,0.5517241379310345
13c77e68-d62f-478c-89d3-05d31335d5ba,train,3,72,0.5416666666666666
13cef8eb-6ddb-48f6-80b7-95b52f0bf1f2,train,3,73,0.4383561643835616
13f47693-7c94-4823-bf44-2adadaf72be6,train,1,28,0.32142857142857145
147b5f2f-44fc-426b-9fe2-3d55142b78cd,train,4,119,0.4957983193277311
149cfad5-4f28-40ac-b011-85a8182d45ef,val,2,42,0.6190476190476191
149e04e3-2919-413b-92aa-c9bc77daede8,train,2,41,0.5121951219512195
14c30338-4597-4b0f-bea4-81c47fb0e22d,train,1,25,0.8
14c6168c-1898-4ae1-9b89-45a26cd84cfc,train,2,53,0.5471698113207547
14c6f3a3-d8a2-48aa-8e73-3217030e1a86,train,3,74,0.5
15100743-6d3f-4452-a403-f458df727df5,train,1,20,0.45
15344c55-e92f-45f5-86cc-b4a2033be996,train,2,56,0.7142857142857143
1550fda2-2150-4a0b-ad50-c7b363e49b29,train,3,92,0.6304347826086957
1553618a-ae96-4237-a2eb-7eebe9bc9bff,train,3,76,0.4473684210526316
157c39c0-d36c-4c10-8432-190c923ba278,val,3,78,0.41025641025641024
15a7381f-9702-4a37-8a26-aa83969fe385,test,2,53,0.5471698113207547
15a7cd5c-2104-42cd-bac4-eae9d1083d19,test,2,57,0.6491228070175439
15b1038e-0c35-4e42-970a-200445c0e2f2,train,2,46,0.43478260869565216
1625f047-b597-403d-b9c4-0660138852ca,train,3,64,0.578125
167b3944-4ac2-4941-978f-ef0cd930316b,val,3,85,0.6
16c593fa-22a4-4fe8-b9aa-1dc3de9a3099,train,1,25,0.44
1736387c-eece-4635-bc00-4f05bdb0923a,train,2,76,0.7105263157894737
1753b2c8-f5e0-47ac-b51e-7a337f6c15ac,train,2,56,0.6071428571428571
18319c80-8171-4a16-975d-76889e92362b,train,3,81,0.4567901234567901
1876de5d-8dbb-4b4b-b5d9-f051f4901375,train,2,48,0.5208333333333334
189eb304-2e1d-4ee6-ab3c-9f552d94622f,train,1,22,0.5
1914c3ce-29a5-4c8d-9839-9c0030a0a711,train,2,48,0.6666666666666666
19a5d0c0-bffa-41b9-94d2-530af3fc1ee5,train,3,77,0.45454545454545453
19bef7ff-8e92-4add-90f3-323f2ba99ff2,val,3,76,0.5263157894736842
19bf268e-607c-4425-8aab-0cbe198578a2,test,1,30,0.7
1a538a6a-5a08-4d49-ae27-fa4cb0af2194,train,2,56,0.625
1a73735c-2216-4614-a884-6109561483ed,train,3,97,0.5567010309278351
1aa3bf00-6172-4e39-a6f1-8078b1473c0a,train,3,77,0.4155844155844156
1b40b3e0-eae6-4d08-b403-db4a42d4bbcb,train,1,24,0.625
1ba12c92-ed85-4c77-bcbc-5d4162c2a45e,train,1,20,0.65
1cb8b01a-f11e-4ef3-954d-5ce809b57506,test,3,69,0.5072463768115942
1d4536eb-dedd-41d6-8f99-803846465472,train,2,62,0.41935483870967744
1d515b6f-092b-447a-8fab-6778da8d50ce,train,2,52,0.6153846153846154
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,test,2,59,0.6949152542372882
1d9ba8f4-06c5-4625-95e4-db3222447959,test,1,20,0.55
1d9bace2-7b8f-4785-bb85-cf09f18f40f4,val,2,49,0.6122448979591837
1e443424-c1c5-43eb-b716-9ae3a0853bd5,train,2,55,0.6363636363636364
1e65913e-e90d-492b-af0f-62ae2a1f12e3,val,3,84,0.5595238095238095
1eacbbe8-6612-4c97-9a74-27a1e0b7b6ec,train,3,78,0.48717948717948717
1eb0895a-c7ca-40bd-9c38-340e193056c4,val,2,68,0.38235294117647056
1ebd6367-df8a-4707-8174-662599826c80,train,1,24,0.5416666666666666
1ed4fb98-732e-4456-8516-a48da5bf05c1,train,3,79,0.6075949367088608
1f3ecfe4-a6df-495a-89bb-8fc399647ff0,train,3,78,0.6282051282051282
1f740bb9-00aa-488c-a112-c911fd46044d,train,2,52,0.5192307692307693
1f96ec5f-17ea-41a8-9e5a-704ef3403e11,val,3,80,0.5875
1fd809af-9a58-4d11-bac2-c884d3b03215,train,2,45,0.4
20356256-f318-40cb-8158-0b654d96ba3a,train,3,80,0.5375
203fd826-fb19-4585-94f9-495e0324e818,val,2,49,0.7346938775510204
20483dcf-1888-459e-8966-2ae3d5e97b5e,train,2,46,0.5434782608695652
20807207-0ce5-4912-ae30-57927d7c79a2,train,1,28,0.5357142857142857
20987bbd-21ef-469e-99b9-6654372b543e,train,3,87,0.6206896551724138
20e9c6e9-ef67-42c4-a8dc-05ea80d4054e,val,2,57,0.49122807017543857
20ec6e0b-d948-4e73-9e5c-7e2adef36556,train,2,65,0.5538461538461539
212c63aa-15f9-44e0-94f3-53d43be53c10,test,2,47,0.46808510638297873
21749e2c-2604-4e58-9412-578e52e6e21f,train,1,28,0.6071428571428571
21a7ee8c-fc05-45ce-bafd-8a4796974633,train,3,71,0.676056338028169
2219df2e-161c-4b27-b116-fd69eb601e99,val,3,80,0.525
226af701-bc53-4430-9c13-dd776856b2f2,train,2,54,0.5740740740740741
22b1e61c-c1ed-41a4-a84d-28ac377e6084,train,2,57,0.543859649122807
2323e18f-a8bf-4993-be7d-ecfb8ad54cb3,train,1,25,0.52
23259457-fc02-47ba-b617-ecfc0b1da111,val,2,45,0.4
24802ae0-ae49-471c-9688-a712ab54e0df,train,1,29,0.7586206896551724
24dd949e-51f7-4d83-9ca2-e9d1a988f80e,val,1,23,0.6521739130434783
24e3af62-dcf9-47b2-a644-83e9ad86ff01,val,1,25,0.4
2512bf15-d7b8-4c83-a402-43c3c0913a83,train,2,54,0.7777777777777778
2574d36a-9f85-4e70-a1f3-773d6a79e235,train,1,26,0.5
257a958b-3b47-4cbf-b2b0-7699f1b23e94,val,1,28,0.39285714285714285
259b88bc-d5b8-40f3-a45c-8cff2c7766f9,train,2,45,0.4888888888888889
263dd542-e9e6-4dc6-b133-7bece3574eef,train,3,101,0.5445544554455446
26867805-e335-4beb-9612-ad19c136e4d9,val,1,23,0.391304347826087
26b6e6fe-71b2-4b05-881f-5b731f61385f,train,1,17,0.8235294117647058
2701819f-be4d-4c53-8b5a-4d2bf8f137ad,train,2,51,0.5490196078431373
2729a6d7-7db8-40b2-bce3-4a37bdfcff43,train,1,25,0.68
27975426-8241-41b5-8699-c2cad6d3fe77,train,2,48,0.5416666666666666
27dfdc4c-adcb-452d-90a3-9289933e57d8,train,2,55,0.5272727272727272
287c3c0e-437f-4cb4-baca-ee9d6b679dff,train,1,26,0.5
28c6914e-e018-4d50-82f0-84082ae40d60,test,3,77,0.45454545454545453
28d337fb-6afd-4df3-828b-5b86aaebb10a,train,2,51,0.43137254901960786
297b8d90-485b-48b5-8a30-85322b67e051,train,2,49,0.5918367346938775
2985f310-3375-4c6b-9e51-a819a0bbb968,train,1,5,0.6
2a0a5847-f814-4c9f-84f0-19fcb2ac1174,train,2,51,0.5294117647058824
2ac03938-6b0b-442b-8899-2c56dfeb6f92,train,3,86,0.5465116279069767
2ac1676d-316b-42e9-b88a-884bb7cfc367,train,3,75,0.52
2ac6e448-2c6c-4929-bf20-5a69d7e2129f,train,1,22,0.6818181818181818
2b0da293-a5f6-4a02-aede-12e2f1069254,train,3,68,0.5294117647058824
2b268191-3e9f-4d9c-b00a-f89feb250fd4,train,3,72,0.5833333333333334
2b6a7a71-9448-4e0e-be0f-cd807af058b9,train,2,52,0.6153846153846154
2bc7f3cb-fc9b-4644-849e-65a96dd324e9,train,1,27,0.4444444444444444
2bd9466d-1ec6-4d62-8546-cc5b377e6d37,val,3,78,0.6153846153846154
2bf00180-d50e-427a-b7d6-212b68c1d562,val,2,54,0.5925925925925926
2c0b297e-4284-4b72-87e1-f06856734965,train,2,49,0.5102040816326531
2c161d06-1145-4159-8af3-900518e45ccb,train,1,21,0.5238095238095238
2c3b80e0-fc3c-46fe-af19-352861db1dc9,val,2,59,0.6101694915254238
2cb6c8ba-ee87-45f4-b027-646bb9f6d942,train,3,102,0.6078431372549019
2cb9e325-f962-411e-af76-010f6be393e5,val,2,54,0.3333333333333333
2db656d6-7c87-41d3-a291-64b2b40df97f,train,3,87,0.5977011494252874
2dbae954-05b5-4490-9b93-9f753464eca2,val,3,107,0.5514018691588785
2ddcc9d7-0702-42de-952e-1170ca5adcfa,val,2,57,0.5263157894736842
2df97383-4d7a-440c-a689-71b98f3d5766,train,2,42,0.5714285714285714
2e03a60b-16f3-4593-a9f8-6a980967be92,train,1,23,0.4782608695652174
2e8e94ae-6874-4953-99f6-63f55171ce31,val,3,73,0.6027397260273972
2eb12903-0b22-4301-9763-5d13d833e471,train,2,55,0.43636363636363634
2eb7cfe0-c87a-4160-bbdd-ee93019773ab,train,3,75,0.5733333333333334
2f0d620b-4c12-44d3-ad92-c85550a5c143,train,3,85,0.5882352941176471
2f39409b-5f90-4274-a5c5-71c45165d3fa,train,1,28,0.4642857142857143
2f4ac48d-de56-493f-95ea-294b548dd4d3,train,1,24,0.7083333333333334
2f7a05ba-079d-4fe5-8380-c450eb50e138,train,3,77,0.3246753246753247
3015e0b0-f209-4382-934f-bbe52179e1dd,train,1,28,0.75
30884d24-3c0f-4147-90ca-e2e0f58ea30e,train,2,57,0.543859649122807
313c4b9a-4b95-415f-9449-36f76ad461ff,train,2,55,0.3090909090909091
3172eeb7-4e10-4347-84da-ee59fca49f9b,train,1,26,0.7307692307692307
31bcde86-4c7b-4eea-813d-bcf7bde355fc,train,1,26,0.5769230769230769
33b018e0-5577-40ef-b06b-08f41e7a0d4f,test,1,22,0.4090909090909091
340b3097-22a6-4697-bc94-c545fd0c715f,test,1,34,0.4411764705882353
343ccf90-fded-43d6-b849-62d940d794fc,train,2,59,0.4915254237288136
343edef3-916d-4f85-93b4-3b32c0c70d00,test,2,68,0.5882352941176471
343f8f50-4467-4a8b-8fb1-f8f15588eb22,train,2,39,0.46153846153846156
347bfc41-a2c8-4684-afe8-052bcff0af77,train,3,83,0.4819277108433735
348b68df-b10c-4346-9a4c-977d7c746261,train,2,43,0.5348837209302325
34c5d56a-851f-43d5-9b28-b99b05e52461,train,2,47,0.3829787234042553
34f327dd-b8dd-47ad-bb1b-38a36741053f,train,1,25,0.44
35112dff-4215-435d-8b60-55ad4edf5d73,train,2,43,0.6046511627906976
351c34b5-30fd-4be2-bb48-fe6654668696,train,2,61,0.4426229508196721
352f2248-85e5-4ac7-af74-ee84f563eb59,train,2,48,0.5625
353ce735-cc70-4749-b37e-e5d03aba9c4b,train,3,80,0.4875
35e69a21-1401-4b37-a68c-f50f986f6533,train,3,72,0.4861111111111111
3610a1df-c657-4f4c-84aa-cbffb381bb99,train,1,22,0.5
36a4dddf-a5cd-4132-819d-7444692e422f,train,1,28,0.6428571428571429
36bbcf79-da4a-46c6-92e5-4d20fdd3aea4,train,1,25,0.64
37180f25-de5e-4f8b-be1c-bb94c60621d8,val,2,59,0.5084745762711864
37c8eb9f-890d-4035-a659-44911641213b,test,2,50,0.66
38d2d222-4f96-428a-967b-87eec175046e,train,2,49,0.5102040816326531
390c897a-12b3-496b-915e-382cbae333ba,train,1,34,0.7941176470588235
3b0d7d8d-3cf7-45c4-ace9-90913ccb712a,train,2,54,0.6111111111111112
3b60f341-78e9-48ca-bf62-81e3abe527e1,train,3,72,0.6527777777777778
3c3f82ba-9887-4145-90bb-b73b0383373c,train,3,73,0.589041095890411
3c97127a-114c-4611-ad03-2386905a0200,val,3,81,0.32098765432098764
3cadd17c-45c4-4619-92e3-2aa7638d9686,train,1,23,0.34782608695652173
3dcaefce-cac7-437f-8712-19fcb8fd7a58,train,3,92,0.5434782608695652
3df4398f-675c-418d-8302-dd55ecff8921,train,2,51,0.39215686274509803
3f461b3a-f418-466b-8b91-b5cff119adf9,val,1,24,0.4583333333333333
3fdfe442-5a69-41bf-af87-69fccfafab9c,test,2,69,0.5072463768115942
4164b88b-2595-4ca9-a11e-9c6f0af4a0a2,train,2,53,0.4528301886792453
417185bd-1f9a-4a77-8569-0e124917c1ca,train,3,78,0.46153846153846156
41ab7849-b871-4726-9cfe-5cabd2e9e573,train,3,78,0.5512820512820513
437e3de1-8d5e-49ed-b1ce-2a44c8d82ea6,train,3,81,0.5185185185185185
43cdaaa7-4b1c-4be9-af5b-0bf0f223e822,val,3,71,0.5492957746478874
44069279-247a-4811-b2f7-2233cff6023c,train,3,77,0.5064935064935064
441ec85b-7883-4f91-804b-4da9e8270b1a,train,1,25,0.52
443167bb-a1f9-4ac9-aa72-853cc4e086f5,train,1,30,0.7666666666666667
44377775-9388-4aa1-9074-63085daa4547,train,1,28,0.42857142857142855
443be02f-3427-46ab-9719-3afe549723b6,train,1,53,0.7358490566037735
446cea4d-f23c-4932-bdb0-8108e5a53733,train,1,29,0.5172413793103449
4498e5c8-68e7-4631-9890-f824bc2f139c,val,2,52,0.6153846153846154
456460d4-6b82-481b-80c7-765341ee0bd5,train,2,57,0.6491228070175439
4571110d-ede4-4e15-af31-c94e53628ba8,train,1,27,0.8148148148148148
45f0e17b-7df5-44d6-80e6-f8652f75f0eb,train,1,25,0.36
460e7435-b743-4f6b-b6c1-88a5e72702c2,train,2,52,0.4230769230769231
461087c9-3841-4cc5-908c-e567fac926e9,train,2,58,0.5517241379310345
46cc4f91-1f09-4c99-9895-38c2df83bac1,train,2,58,0.6551724137931034
470eb302-55dc-4a10-b1c6-9c6d508717a4,train,1,28,0.4642857142857143
4737bff9-b836-4b50-8e7d-7532fcb3ce8c,train,2,51,0.3333333333333333
47cef15a-cf52-476e-afba-abe0c33843f9,test,2,52,0.4423076923076923
47dc5792-cb45-41d1-8271-7fd8bcd76c1c,train,2,54,0.6851851851851852
480a62d9-6873-40a5-b055-b1043fab0d57,train,2,55,0.6727272727272727
4816248a-7de1-499e-ac5e-32d49f545e5a,val,3,88,0.4318181818181818
481a9c16-e593-4973-9b8b-6c5da8302b25,train,1,25,0.56
48906fd7-52e6-4174-9db6-76b5390b610b,train,3,86,0.5813953488372093
489338c2-71c4-4d7b-90f2-cb124986bd4b,test,3,81,0.4691358024691358
489b4b42-c1e6-471b-9170-f3539001332a,train,2,52,0.5
48a6b21a-5a9c-4996-b304-128499b3b37b,train,1,22,0.4090909090909091
48b037f5-9673-4311-b1c6-b99351af0b80,train,1,27,0.5555555555555556
48e00990-9cd5-4f19-b294-a49011d82bd8,val,2,52,0.5576923076923077
48fb8ae5-5342-44cc-bfc5-8957068d565e,test,3,80,0.4875
495dcb69-8d63-4771-8cfa-9dd6e97a0b95,train,2,49,0.5918367346938775
49a1fd52-f4d3-4078-b8ad-0c0f76a37c8a,train,2,62,0.5806451612903226
49a80519-e7f0-4e2c-9d5f-53553dfd4ca2,train,3,82,0.6219512195121951
4a579240-4d99-4fa9-851e-9066e7a176f2,train,3,74,0.43243243243243246
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,test,2,52,0.38461538461538464
4a7cc746-eee1-4838-b36c-52033931d3d5,train,3,79,0.35443037974683544
4a86fa84-5d31-43a5-a107-d34549646097,train,3,69,0.5507246376811594
4bab9a63-42e6-4766-acb6-cae50d575d04,train,1,36,0.4722222222222222
4c1d2bb3-6946-4d83-9c66-a17bc9327608,train,1,25,0.68
4ce3686e-8267-421a-a76b-abb31bf3fd7c,val,2,58,0.5517241379310345
4ce3832b-7146-4124-947a-0aa93730ca18,train,1,27,0.5555555555555556
4d17bff1-d51a-4f4f-9bb2-d77b9dc9fe6a,train,2,44,0.6818181818181818
4d4619ea-b3e9-450f-b9c3-3882c2a876a1,train,5,126,0.6349206349206349
4d4a96fe-ccf0-407c-9135-a825028beebc,train,3,85,0.6470588235294118
4d704e4a-c7bc-4f0e-8e4d-2d48dd8e2ba6,train,1,28,0.4642857142857143
4d9570fa-2672-44c3-8ebc-833055afbe41,train,2,60,0.5
4dd67579-3d6e-418f-b762-20f1da067202,val,2,55,0.43636363636363634
4e4d6ca9-edf8-4315-9879-ccfbc680e8ac,train,2,50,0.54
4e6d6d4e-0a7c-4bc2-a773-1c0ef6f0de36,train,2,64,0.53125
4ea96fac-97a5-4cec-aa48-e7300e6bdf8e,train,2,44,0.4090909090909091
4ed2a232-8e5e-49ef-bbe1-29e894018565,train,2,57,0.49122807017543857
4ef18636-8d52-409f-bc43-cc892e6f5c74,train,2,56,0.5357142857142857
50623056-f604-42ba-b3f9-ce01b95e90df,train,3,73,0.6301369863013698
50bf3be5-5bb8-4caf-b487-a3b9b54505d2,train,2,50,0.56
50d43d5c-711f-4031-9eae-dc7d4f67195c,train,2,53,0.7924528301886793
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,train,2,39,0.6410256410256411
51a50ba0-3915-47b9-9238-03649a100696,train,2,56,0.39285714285714285
521de194-f3e3-4764-993a-f770bd53a891,val,3,93,0.6451612903225806
5284d255-94da-478e-aa8a-e78559f8005f,train,1,24,0.5416666666666666
531030c2-4aff-4456-bfc1-cb7580881fda,test,2,65,0.47692307692307695
537252be-a792-4a4e-8d0e-a5fcde2b0cf0,train,2,75,0.6133333333333333
539f2305-bf05-4837-8766-c9df86fa65c7,train,3,82,0.45121951219512196
53a0fb0a-ab1f-46ab-959b-2244a711db8b,test,3,68,0.3382352941176471
544e4503-b5e9-43d7-8f88-741e1dcc5223,train,2,47,0.574468085106383
54511490-bcef-43b4-bda9-3b8e87f2c0b9,train,2,49,0.4489795918367347
558a89cc-83f4-4b7d-92de-dad700845416,train,2,50,0.5
55ca3b46-3a75-48b6-94f8-fc9af0f976e9,train,2,59,0.6949152542372882
55e0338b-6ab3-4e60-8c0a-365cb2083c61,train,2,49,0.4897959183673469
564caade-5ad3-4cc4-a237-782b4dcf75a3,train,2,47,0.5106382978723404
56cc0c20-4bad-458a-b1f5-e9ab0f7d06ae,train,3,77,0.35064935064935066
56d24a5f-0252-4fb5-92cc-f82be98a2f36,train,3,96,0.5729166666666666
572a616e-47b6-4f73-9063-1ebb57215620,val,2,59,0.559322033898305
576678b2-cfea-4580-aa5f-d5b6cd688fdc,train,2,56,0.5892857142857143
57d599be-a66b-4b05-8c92-944005b5ce6a,test,1,23,0.782608695652174
58739f3e-a9ac-451a-b19d-32819bfcd0b1,train,2,56,0.39285714285714285
58e04be8-d9d5-4031-adda-bec6a4af79b9,test,2,54,0.7962962962962963
5938e1d0-c734-4abc-9def-166607cad1df,train,2,56,0.5178571428571429
59940a39-6100-4b2a-8708-f3d11ae6413a,train,3,81,0.43209876543209874
59b80bdd-b7e0-4d79-8ab0-941b8d989dc3,train,3,76,0.4605263157894737
5a4c75ca-ed01-4d01-8d2c-97409a9f5113,test,2,48,0.3541666666666667
5aee18c1-c6ad-4d22-892d-685479eafabe,train,3,85,0.5882352941176471
5bffd98d-d5e3-48a0-8b81-8644535724d8,train,1,4,0.25
5c60aa15-8c74-4ef7-89ad-106594bc35fa,train,3,80,0.425
5c819ef6-10c1-43ed-94cf-9adb9d03e9ca,train,2,51,0.5490196078431373
5ca5654a-fd22-4430-875a-02e4f603e914,train,3,81,0.5679012345679012
5cde6776-c3f0-411c-a5d2-0424166bc4e2,train,2,48,0.4583333333333333
5cf3c48d-bd63-4cba-b5c9-f09fb31729b1,train,2,49,0.5714285714285714
5cfa8f5b-671b-4ef8-9f0a-96ba66ac4d62,train,3,72,0.5694444444444444
5d69f408-67e1-4cad-82e9-8bc9a1fb3ae2,train,3,78,0.5769230769230769
5d6ea428-7ccd-4b60-bf53-fdaccf601bda,train,2,49,0.5510204081632653
5f899113-a6bc-4514-a57e-78139843a74b,train,3,87,0.5287356321839081
6062699a-bfea-4eda-b45a-ae6e305c5df1,train,3,77,0.4935064935064935
6065d854-d78a-4550-bfa2-bc8d5c68adf6,train,2,55,0.5636363636363636
6074e5d6-f4a9-4dbe-83d4-450d49a637e6,train,2,52,0.5769230769230769
6219ff2f-f03c-4d2a-8758-9590ec81fb80,val,1,18,0.7222222222222222
6251904c-9ece-448c-8cd7-4dfb9f220657,train,3,84,0.5238095238095238
62d00bb8-a486-462c-b965-7c933bec9a9b,val,1,24,0.4583333333333333
630db6ce-08de-4bed-bd2d-960c8da7fda9,val,2,48,0.5625
6327ff21-2322-4f2c-9bd2-f755bec5a20c,train,2,49,0.5306122448979592
634320b4-22cc-4df0-9d5c-a9eb2f4f65f2,train,3,76,0.5131578947368421
6364b1bd-7eda-4333-a039-388fef000bf6,train,2,42,0.6190476190476191
6393e6f7-30f6-456c-9302-7038c96ce6f6,val,2,47,0.5957446808510638
63cda578-3070-48f1-9bc5-3e87d0443b97,train,2,51,0.5686274509803921
63df69fe-f161-4f30-af26-f7e5728cf89d,train,2,42,0.5238095238095238
63e0d98d-fd95-4698-9d12-808508005ee2,test,2,44,0.6363636363636364
63ed55e0-193b-443a-bba6-f25861270243,train,2,51,0.5294117647058824
6405c6ec-5adf-470e-91ef-754c261dc6f4,train,2,58,0.4827586206896552
641fd7e4-544b-4e92-8d2b-536a5825376c,test,2,61,0.4262295081967213
64280ff4-b0ba-4e86-9ad0-91012c8361c5,val,2,64,0.46875
6513dfac-6bdb-4431-9271-e2960bbd1be8,train,2,51,0.5098039215686274
6567090b-da33-4ba0-aefb-53b6ae9185ec,train,2,43,0.6744186046511628
6567a96e-5fa0-4465-a3dc-bc7c8ceb9fb0,train,3,77,0.5714285714285714
659455a8-35a5-4544-8c94-e21e3ec26704,train,2,69,0.5507246376811594
660f8c1e-c8bd-43a8-b383-6418f555a6f1,train,2,44,0.7045454545454546
6622bea5-5e1e-4eed-8cdf-6449ccc2bab9,train,1,23,0.43478260869565216
66345ce6-70ce-42e4-a716-9bdb83b12dba,train,2,56,0.75
66740ed5-68d5-4ae2-8155-2cee7faf17a3,train,3,80,0.6125
667970ee-833b-491f-b8c7-b91bcb8f2c04,train,2,88,0.5909090909090909
66dada80-e130-43ae-a614-9e897d0496d8,val,2,42,0.5238095238095238
6758ebed-a477-4191-9be1-3ef660ddc14a,train,1,18,0.2777777777777778
677a5339-eea3-4a37-843e-a385147ce412,train,2,47,0.46808510638297873
67bdf08a-8ced-48fd-83b2-3392befdbc7a,train,3,81,0.48148148148148145
67f16921-d5ae-4658-901d-94d81f4da2d7,val,2,56,0.5
6824c4b7-8b9f-41bf-985a-c2c366a8c791,val,1,17,0.8235294117647058
689b4e82-473b-4e35-a0c8-e23edc2dbb23,test,1,29,0.4827586206896552
68bb7414-29fc-44bb-b5ef-f0d079aa2b16,test,2,59,0.6271186440677966
68f6c9cc-6810-4f8b-a16d-46403a6cb4ea,val,1,30,0.43333333333333335
6950950f-4e2a-4dbb-8847-0ef0a2893b9c,train,4,99,0.5454545454545454
697ab374-4299-429f-a4eb-cd4c85fc5061,val,3,83,0.5301204819277109
69cf03cd-1be4-4ce6-98fa-dde9971bc518,train,3,89,0.5056179775280899
69eca407-5464-456e-a469-3fb344f81b1f,train,1,21,0.47619047619047616
6a2d54ef-429f-4236-9501-60e7549f32ce,test,1,36,0.5277777777777778
6a4b059b-231f-4c06-8c59-d97a29bd2219,train,3,74,0.6351351351351351
6a83cc41-6926-41fe-b2e4-27dc17d46d8e,train,3,84,0.4880952380952381
6ad8c164-6037-43e4-ba74-0c36afe6c741,train,1,28,0.4642857142857143
6ae920f3-6d01-4995-a99f-11643d7d5be5,val,2,53,0.3584905660377358
6afc9044-4537-4a59-9016-c0dffe0d182f,train,2,42,0.5238095238095238
6b03b89b-48dd-48bb-a30e-19a1ad5c2163,test,1,25,0.36
6b4e0aaa-1529-4efe-871d-a97841a01bbf,train,2,50,0.72
6b9c4aca-ed93-4a26-b536-3192342ad7b4,val,1,41,0.5609756097560976
6bc24175-54c6-4f1b-a5af-0c22468bd281,train,2,51,0.5686274509803921
6bcfbd1e-0008-4a71-a715-7fc681392345,train,1,23,0.5217391304347826
6bea3d0d-f098-4bc9-bc86-9bdd70a5db30,train,1,24,0.625
6c134290-c97c-4d22-8c96-4e9138b6d766,train,1,20,0.65
6d075629-a319-4bba-9250-b57434ee5ce2,train,2,55,0.509090909090909
6d430aed-dbe8-42ea-98b4-ab2360c3de8b,train,3,89,0.5056179775280899
6d7e3cee-0ea4-4d8b-9d86-57e339b51c38,val,1,29,0.5517241379310345
6dcfd58f-f9f1-4e95-97a1-12d27607b45e,train,2,53,0.37735849056603776
6dfbe2a8-d0d0-4426-b31d-7decb814465c,train,2,68,0.5735294117647058
6e9395aa-4ff2-410c-9d10-8f54fa88add3,val,1,25,0.76
6eae574c-2624-480a-b2b1-b288d73b03a7,train,1,30,0.7
6ef84ba7-509d-46d3-b508-defcd9e50305,train,2,48,0.6041666666666666
6f44dae6-19dd-4d9c-8808-b5198f40150f,train,2,55,0.5454545454545454
705b3fe7-d376-48f4-ab03-d855b8fff3bf,val,2,56,0.4642857142857143
7063ca5d-8f7f-4e11-aa6c-d3084b3b323e,train,1,47,0.6382978723404256
7078326b-122b-4dab-b738-0bd88ae881f7,train,3,76,0.5921052631578947
