series_id,split
0839a031-0e2c-4c03-b4bc-b5ba05fe669a,train
0934df11-98f8-4cc2-bb87-d156db05bfbf,train
094cae55-e4c2-4c54-ad8c-0b1f846d0068,train
09587bb8-336d-47ea-bc96-024ced04a307,train
0a075b4d-576e-46f2-b944-fe9542faee54,train
0ae78b8c-ff38-49c9-8291-1bf11062db67,train
0b29ad33-e73c-40fe-89a9-096e63cbe796,train
0b4d23d8-89cb-4503-af82-0a3312200e40,train
0bd8cfea-fe22-4edb-bfba-de610bf0faba,train
0be2bcc1-46ec-483d-8698-644b3eec6ea9,train
0c8c7332-6a51-4e15-8eff-12a8e3634c40,train
0eca2b24-76af-4a9f-8f33-1d4f67594900,train
0fd23068-c5bf-4ec9-8ae2-4c4a901bda5b,train
108270d6-ef2b-4f10-b532-986ebd1ef4cc,train
1373632b-521f-491e-b6f4-6f6e471eb2ff,train
13c77e68-d62f-478c-89d3-05d31335d5ba,train
13cef8eb-6ddb-48f6-80b7-95b52f0bf1f2,train
13f47693-7c94-4823-bf44-2adadaf72be6,train
147b5f2f-44fc-426b-9fe2-3d55142b78cd,train
149e04e3-2919-413b-92aa-c9bc77daede8,train
14c30338-4597-4b0f-bea4-81c47fb0e22d,train
14c6168c-1898-4ae1-9b89-45a26cd84cfc,train
14c6f3a3-d8a2-48aa-8e73-3217030e1a86,train
15100743-6d3f-4452-a403-f458df727df5,train
15344c55-e92f-45f5-86cc-b4a2033be996,train
1550fda2-2150-4a0b-ad50-c7b363e49b29,train
1553618a-ae96-4237-a2eb-7eebe9bc9bff,train
15b1038e-0c35-4e42-970a-200445c0e2f2,train
1625f047-b597-403d-b9c4-0660138852ca,train
16c593fa-22a4-4fe8-b9aa-1dc3de9a3099,train
1736387c-eece-4635-bc00-4f05bdb0923a,train
1753b2c8-f5e0-47ac-b51e-7a337f6c15ac,train
18319c80-8171-4a16-975d-76889e92362b,train
1876de5d-8dbb-4b4b-b5d9-f051f4901375,train
189eb304-2e1d-4ee6-ab3c-9f552d94622f,train
1914c3ce-29a5-4c8d-9839-9c0030a0a711,train
19a5d0c0-bffa-41b9-94d2-530af3fc1ee5,train
1a538a6a-5a08-4d49-ae27-fa4cb0af2194,train
1a73735c-2216-4614-a884-6109561483ed,train
1aa3bf00-6172-4e39-a6f1-8078b1473c0a,train
1b40b3e0-eae6-4d08-b403-db4a42d4bbcb,train
1ba12c92-ed85-4c77-bcbc-5d4162c2a45e,train
1d4536eb-dedd-41d6-8f99-803846465472,train
1d515b6f-092b-447a-8fab-6778da8d50ce,train
1e443424-c1c5-43eb-b716-9ae3a0853bd5,train
1eacbbe8-6612-4c97-9a74-27a1e0b7b6ec,train
1ebd6367-df8a-4707-8174-662599826c80,train
1ed4fb98-732e-4456-8516-a48da5bf05c1,train
1f3ecfe4-a6df-495a-89bb-8fc399647ff0,train
1f740bb9-00aa-488c-a112-c911fd46044d,train
1fd809af-9a58-4d11-bac2-c884d3b03215,train
20356256-f318-40cb-8158-0b654d96ba3a,train
20483dcf-1888-459e-8966-2ae3d5e97b5e,train
20807207-0ce5-4912-ae30-57927d7c79a2,train
20987bbd-21ef-469e-99b9-6654372b543e,train
20ec6e0b-d948-4e73-9e5c-7e2adef36556,train
21749e2c-2604-4e58-9412-578e52e6e21f,train
21a7ee8c-fc05-45ce-bafd-8a4796974633,train
226af701-bc53-4430-9c13-dd776856b2f2,train
22b1e61c-c1ed-41a4-a84d-28ac377e6084,train
2323e18f-a8bf-4993-be7d-ecfb8ad54cb3,train
24802ae0-ae49-471c-9688-a712ab54e0df,train
2512bf15-d7b8-4c83-a402-43c3c0913a83,train
2574d36a-9f85-4e70-a1f3-773d6a79e235,train
259b88bc-d5b8-40f3-a45c-8cff2c7766f9,train
263dd542-e9e6-4dc6-b133-7bece3574eef,train
26b6e6fe-71b2-4b05-881f-5b731f61385f,train
2701819f-be4d-4c53-8b5a-4d2bf8f137ad,train
2729a6d7-7db8-40b2-bce3-4a37bdfcff43,train
27975426-8241-41b5-8699-c2cad6d3fe77,train
27dfdc4c-adcb-452d-90a3-9289933e57d8,train
287c3c0e-437f-4cb4-baca-ee9d6b679dff,train
28d337fb-6afd-4df3-828b-5b86aaebb10a,train
297b8d90-485b-48b5-8a30-85322b67e051,train
2985f310-3375-4c6b-9e51-a819a0bbb968,train
2a0a5847-f814-4c9f-84f0-19fcb2ac1174,train
2ac03938-6b0b-442b-8899-2c56dfeb6f92,train
2ac1676d-316b-42e9-b88a-884bb7cfc367,train
2ac6e448-2c6c-4929-bf20-5a69d7e2129f,train
2b0da293-a5f6-4a02-aede-12e2f1069254,train
2b268191-3e9f-4d9c-b00a-f89feb250fd4,train
2b6a7a71-9448-4e0e-be0f-cd807af058b9,train
2bc7f3cb-fc9b-4644-849e-65a96dd324e9,train
2c0b297e-4284-4b72-87e1-f06856734965,train
2c161d06-1145-4159-8af3-900518e45ccb,train
2cb6c8ba-ee87-45f4-b027-646bb9f6d942,train
2db656d6-7c87-41d3-a291-64b2b40df97f,train
2df97383-4d7a-440c-a689-71b98f3d5766,train
2e03a60b-16f3-4593-a9f8-6a980967be92,train
2eb12903-0b22-4301-9763-5d13d833e471,train
2eb7cfe0-c87a-4160-bbdd-ee93019773ab,train
2f0d620b-4c12-44d3-ad92-c85550a5c143,train
2f39409b-5f90-4274-a5c5-71c45165d3fa,train
2f4ac48d-de56-493f-95ea-294b548dd4d3,train
2f7a05ba-079d-4fe5-8380-c450eb50e138,train
3015e0b0-f209-4382-934f-bbe52179e1dd,train
30884d24-3c0f-4147-90ca-e2e0f58ea30e,train
313c4b9a-4b95-415f-9449-36f76ad461ff,train
3172eeb7-4e10-4347-84da-ee59fca49f9b,train
31bcde86-4c7b-4eea-813d-bcf7bde355fc,train
343ccf90-fded-43d6-b849-62d940d794fc,train
343f8f50-4467-4a8b-8fb1-f8f15588eb22,train
347bfc41-a2c8-4684-afe8-052bcff0af77,train
348b68df-b10c-4346-9a4c-977d7c746261,train
34c5d56a-851f-43d5-9b28-b99b05e52461,train
34f327dd-b8dd-47ad-bb1b-38a36741053f,train
35112dff-4215-435d-8b60-55ad4edf5d73,train
351c34b5-30fd-4be2-bb48-fe6654668696,train
352f2248-85e5-4ac7-af74-ee84f563eb59,train
353ce735-cc70-4749-b37e-e5d03aba9c4b,train
35e69a21-1401-4b37-a68c-f50f986f6533,train
3610a1df-c657-4f4c-84aa-cbffb381bb99,train
36a4dddf-a5cd-4132-819d-7444692e422f,train
36bbcf79-da4a-46c6-92e5-4d20fdd3aea4,train
38d2d222-4f96-428a-967b-87eec175046e,train
390c897a-12b3-496b-915e-382cbae333ba,train
3b0d7d8d-3cf7-45c4-ace9-90913ccb712a,train
3b60f341-78e9-48ca-bf62-81e3abe527e1,train
3c3f82ba-9887-4145-90bb-b73b0383373c,train
3cadd17c-45c4-4619-92e3-2aa7638d9686,train
3dcaefce-cac7-437f-8712-19fcb8fd7a58,train
3df4398f-675c-418d-8302-dd55ecff8921,train
4164b88b-2595-4ca9-a11e-9c6f0af4a0a2,train
417185bd-1f9a-4a77-8569-0e124917c1ca,train
41ab7849-b871-4726-9cfe-5cabd2e9e573,train
437e3de1-8d5e-49ed-b1ce-2a44c8d82ea6,train
44069279-247a-4811-b2f7-2233cff6023c,train
441ec85b-7883-4f91-804b-4da9e8270b1a,train
443167bb-a1f9-4ac9-aa72-853cc4e086f5,train
44377775-9388-4aa1-9074-63085daa4547,train
443be02f-3427-46ab-9719-3afe549723b6,train
446cea4d-f23c-4932-bdb0-8108e5a53733,train
456460d4-6b82-481b-80c7-765341ee0bd5,train
4571110d-ede4-4e15-af31-c94e53628ba8,train
45f0e17b-7df5-44d6-80e6-f8652f75f0eb,train
460e7435-b743-4f6b-b6c1-88a5e72702c2,train
461087c9-3841-4cc5-908c-e567fac926e9,train
46cc4f91-1f09-4c99-9895-38c2df83bac1,train
470eb302-55dc-4a10-b1c6-9c6d508717a4,train
4737bff9-b836-4b50-8e7d-7532fcb3ce8c,train
47dc5792-cb45-41d1-8271-7fd8bcd76c1c,train
480a62d9-6873-40a5-b055-b1043fab0d57,train
481a9c16-e593-4973-9b8b-6c5da8302b25,train
48906fd7-52e6-4174-9db6-76b5390b610b,train
489b4b42-c1e6-471b-9170-f3539001332a,train
48a6b21a-5a9c-4996-b304-128499b3b37b,train
48b037f5-9673-4311-b1c6-b99351af0b80,train
495dcb69-8d63-4771-8cfa-9dd6e97a0b95,train
49a1fd52-f4d3-4078-b8ad-0c0f76a37c8a,train
49a80519-e7f0-4e2c-9d5f-53553dfd4ca2,train
4a579240-4d99-4fa9-851e-9066e7a176f2,train
4a7cc746-eee1-4838-b36c-52033931d3d5,train
4a86fa84-5d31-43a5-a107-d34549646097,train
4bab9a63-42e6-4766-acb6-cae50d575d04,train
4c1d2bb3-6946-4d83-9c66-a17bc9327608,train
4ce3832b-7146-4124-947a-0aa93730ca18,train
4d17bff1-d51a-4f4f-9bb2-d77b9dc9fe6a,train
4d4619ea-b3e9-450f-b9c3-3882c2a876a1,train
4d4a96fe-ccf0-407c-9135-a825028beebc,train
4d704e4a-c7bc-4f0e-8e4d-2d48dd8e2ba6,train
4d9570fa-2672-44c3-8ebc-833055afbe41,train
4e4d6ca9-edf8-4315-9879-ccfbc680e8ac,train
4e6d6d4e-0a7c-4bc2-a773-1c0ef6f0de36,train
4ea96fac-97a5-4cec-aa48-e7300e6bdf8e,train
4ed2a232-8e5e-49ef-bbe1-29e894018565,train
4ef18636-8d52-409f-bc43-cc892e6f5c74,train
50623056-f604-42ba-b3f9-ce01b95e90df,train
50bf3be5-5bb8-4caf-b487-a3b9b54505d2,train
50d43d5c-711f-4031-9eae-dc7d4f67195c,train
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,train
51a50ba0-3915-47b9-9238-03649a100696,train
5284d255-94da-478e-aa8a-e78559f8005f,train
537252be-a792-4a4e-8d0e-a5fcde2b0cf0,train
539f2305-bf05-4837-8766-c9df86fa65c7,train
544e4503-b5e9-43d7-8f88-741e1dcc5223,train
54511490-bcef-43b4-bda9-3b8e87f2c0b9,train
558a89cc-83f4-4b7d-92de-dad700845416,train
55ca3b46-3a75-48b6-94f8-fc9af0f976e9,train
55e0338b-6ab3-4e60-8c0a-365cb2083c61,train
564caade-5ad3-4cc4-a237-782b4dcf75a3,train
56cc0c20-4bad-458a-b1f5-e9ab0f7d06ae,train
56d24a5f-0252-4fb5-92cc-f82be98a2f36,train
576678b2-cfea-4580-aa5f-d5b6cd688fdc,train
58739f3e-a9ac-451a-b19d-32819bfcd0b1,train
5938e1d0-c734-4abc-9def-166607cad1df,train
59940a39-6100-4b2a-8708-f3d11ae6413a,train
59b80bdd-b7e0-4d79-8ab0-941b8d989dc3,train
5aee18c1-c6ad-4d22-892d-685479eafabe,train
5bffd98d-d5e3-48a0-8b81-8644535724d8,train
5c60aa15-8c74-4ef7-89ad-106594bc35fa,train
5c819ef6-10c1-43ed-94cf-9adb9d03e9ca,train
5ca5654a-fd22-4430-875a-02e4f603e914,train
5cde6776-c3f0-411c-a5d2-0424166bc4e2,train
5cf3c48d-bd63-4cba-b5c9-f09fb31729b1,train
5cfa8f5b-671b-4ef8-9f0a-96ba66ac4d62,train
5d69f408-67e1-4cad-82e9-8bc9a1fb3ae2,train
5d6ea428-7ccd-4b60-bf53-fdaccf601bda,train
5f899113-a6bc-4514-a57e-78139843a74b,train
6062699a-bfea-4eda-b45a-ae6e305c5df1,train
6065d854-d78a-4550-bfa2-bc8d5c68adf6,train
6074e5d6-f4a9-4dbe-83d4-450d49a637e6,train
6251904c-9ece-448c-8cd7-4dfb9f220657,train
6327ff21-2322-4f2c-9bd2-f755bec5a20c,train
634320b4-22cc-4df0-9d5c-a9eb2f4f65f2,train
6364b1bd-7eda-4333-a039-388fef000bf6,train
63cda578-3070-48f1-9bc5-3e87d0443b97,train
63df69fe-f161-4f30-af26-f7e5728cf89d,train
63ed55e0-193b-443a-bba6-f25861270243,train
6405c6ec-5adf-470e-91ef-754c261dc6f4,train
6513dfac-6bdb-4431-9271-e2960bbd1be8,train
6567090b-da33-4ba0-aefb-53b6ae9185ec,train
6567a96e-5fa0-4465-a3dc-bc7c8ceb9fb0,train
659455a8-35a5-4544-8c94-e21e3ec26704,train
660f8c1e-c8bd-43a8-b383-6418f555a6f1,train
6622bea5-5e1e-4eed-8cdf-6449ccc2bab9,train
66345ce6-70ce-42e4-a716-9bdb83b12dba,train
66740ed5-68d5-4ae2-8155-2cee7faf17a3,train
667970ee-833b-491f-b8c7-b91bcb8f2c04,train
6758ebed-a477-4191-9be1-3ef660ddc14a,train
677a5339-eea3-4a37-843e-a385147ce412,train
67bdf08a-8ced-48fd-83b2-3392befdbc7a,train
6950950f-4e2a-4dbb-8847-0ef0a2893b9c,train
69cf03cd-1be4-4ce6-98fa-dde9971bc518,train
69eca407-5464-456e-a469-3fb344f81b1f,train
6a4b059b-231f-4c06-8c59-d97a29bd2219,train
6a83cc41-6926-41fe-b2e4-27dc17d46d8e,train
6ad8c164-6037-43e4-ba74-0c36afe6c741,train
6afc9044-4537-4a59-9016-c0dffe0d182f,train
6b4e0aaa-1529-4efe-871d-a97841a01bbf,train
6bc24175-54c6-4f1b-a5af-0c22468bd281,train
6bcfbd1e-0008-4a71-a715-7fc681392345,train
6bea3d0d-f098-4bc9-bc86-9bdd70a5db30,train
6c134290-c97c-4d22-8c96-4e9138b6d766,train
6d075629-a319-4bba-9250-b57434ee5ce2,train
6d430aed-dbe8-42ea-98b4-ab2360c3de8b,train
6dcfd58f-f9f1-4e95-97a1-12d27607b45e,train
6dfbe2a8-d0d0-4426-b31d-7decb814465c,train
6eae574c-2624-480a-b2b1-b288d73b03a7,train
6ef84ba7-509d-46d3-b508-defcd9e50305,train
6f44dae6-19dd-4d9c-8808-b5198f40150f,train
7063ca5d-8f7f-4e11-aa6c-d3084b3b323e,train
7078326b-122b-4dab-b738-0bd88ae881f7,train
70bdc7f9-4fe6-44cb-8909-68e07ccef8f1,train
70d7d916-5647-4141-a705-b9bbc6e2093a,train
712e12d1-66b6-4af3-bdfe-aff1ca25fc05,train
714567b1-58d5-4ba8-b447-8d1415fb9034,train
725103ae-e7e7-4c3c-ada4-e5df99021b38,train
7259a93b-ce82-4d3b-9dae-bf9e5e0d830c,train
73515c5e-c4da-4eb1-a029-e0c679022469,train
74507722-16f6-4790-86e7-eb72a12e61aa,train
74b51f2d-cd8b-4543-b111-90626f211a27,train
74c321f4-c36a-4e1f-b0f6-22108699f07f,train
74e37f16-c029-4153-aea2-4de32d75db8a,train
74e92a0c-0c77-4e85-9cca-6f85ac15d5eb,train
757cefd9-cdc3-4742-b1cc-994b4b04d891,train
760148de-bc79-4643-bbde-5d287d7ef8f2,train
77220e9b-c52a-4d7d-85af-00fb55991d7b,train
779ac45e-0be0-42e6-8991-a89ceb07fa42,train
79aa2eaa-6e42-40a1-b6df-0855c2f61e4a,train
79b5ebf2-fab4-48bc-9697-5ba260b19226,train
7a73357b-0600-469a-889a-1c436f3f1289,train
7a767c73-e13a-4418-9a15-ff0f36555379,train
7b520ade-d01f-4cdb-a60a-c8b5d84594ba,train
7b5d011a-e649-4ff9-9d40-134ad304d9b8,train
7c0b7a62-2a6f-4c67-9588-72677bbe6108,train
7c751bbc-15d2-432d-8022-5751f554a8c4,train
7d03108f-c00e-4ab8-a03f-4e34fc85cf81,train
7d979656-f618-428a-8323-51c28b83a9c0,train
7d9bbf52-6bff-4091-a333-5f792ab07b55,train
7e21d031-7bf8-4a49-bb48-4855ab534a04,train
7e65dcb2-d1d8-4ba5-b332-ab99a500cb21,train
7ea4b92b-b519-4560-9aff-d9af03223198,train
7f28f209-585f-4842-aad3-10f8dbf3d839,train
7f3483ba-c1d3-4711-a1bd-aad888acb4d9,train
7f96daf3-7985-4f41-b4cf-664337a51cd4,train
80eb520e-2a10-4a7c-b1b7-516146ed26fb,train
8129e6d8-7fd0-4537-bbbe-e08bd0c8779e,train
816d9997-d36b-4e44-bb72-ec83d3efcd98,train
816e1612-9d2e-4893-af23-bda90c479598,train
81b9b5b9-e83d-4c92-9a29-e0baff0acc41,train
826e5076-fa19-4d21-92d5-8d19115adc19,train
829cb4c7-f7fe-4bdf-b174-061f9f2621d4,train
837271a3-3779-4153-a1a9-91e3802ab702,train
83920a2a-c007-45a5-9f05-c936a4aa9270,train
83eaa898-68a4-4e1c-871f-0d3598a607e9,train
84581f9a-2db7-4091-8257-dc58ed153d42,train
848b887c-4554-4a9c-b480-4be8851abc8d,train
8496b969-6b08-47e3-a95a-b8a28206ef7f,train
849cf5c3-89e3-4112-a92c-497c31ee14dd,train
850c8f0f-9869-487e-8177-d5c9d3417690,train
853796e0-82c1-417f-b992-531b61ff3375,train
857a56b5-afe2-4651-a593-122ed1069b8d,train
85a1937f-2cf7-4b34-86cb-6c366ee6838c,train
85ab6783-5b39-4f0c-bb9e-eac19b6a1fd6,train
85c278a6-ffb6-485f-988b-15f6f3b2f2ad,train
861c7c25-ded4-482a-8e75-8bc54828d40f,train
8697ffbd-dcb4-4293-80f9-c6d928df3145,train
869bc814-ed7b-42b1-836b-e1b1f4408bc4,train
88814958-38c3-4f17-8216-3ab694a5c034,train
8926ff97-cbf7-4f24-aa19-71bc9ec94c86,train
8960bc49-f7ef-4ea3-a91d-e3b3cad6810b,train
89d46453-a185-4f1e-8be1-df2a19ffd9de,train
8a081ae5-b2fa-481f-ba10-97f1cc95ab70,train
8a644039-91f7-4a03-8cb0-503acefaf80b,train
8b784978-895e-4db8-88b5-8ddaafb74167,train
8c5aa631-6554-4a8e-b619-4ec243731a10,train
8c5e5fd4-20b5-4393-88c5-12d2a8a4b2fd,train
8cf54e68-5ca6-459c-abc7-c7fa9000c5f3,train
8e2ff20c-3c3c-4810-a7e6-0d86d411d35c,train
8e945423-8029-472f-991f-075e8cea3821,train
8f253a73-0e6b-40f3-8f88-96fe83405ae3,train
9048ebca-7540-4289-9201-608b5bfc1484,train
9083e708-3569-4d1e-87d0-00d70bddfa6c,train
90b8ef78-291b-4239-85a6-faaee5b0c4f6,train
90bd8667-f5c5-4d7f-9fe2-2af57c35f6dd,train
92289ae2-7385-42fc-94c9-3b9f791ddec8,train
9299c0e4-9d62-4c3a-ac5b-fca5b61431df,train
92bdd6e7-dd52-49e3-8ba3-dece8d450005,train
92c68c9a-ebcb-4b58-b0d4-541e5c401a75,train
92d37b48-bc84-46aa-9743-efcd56b23a6f,train
932be6d1-cbfc-4280-9da0-387c5307476c,train
933b0221-3065-4617-8f30-eb216321ac79,train
93474513-6f7f-44ab-b6aa-58ade2255127,train
93a63bac-bc90-4196-b262-311695e6360a,train
93a6d3b7-eaa5-48e5-893c-37ddd0f3c263,train
93f483f4-c1bd-462b-a391-25437f94c9f8,train
96402886-d641-43ca-a215-0f54227bc60d,train
965cbf49-8995-4a1c-a889-a37670d490d2,train
96994a0e-6a86-48c4-9962-cb71dd7f5c14,train
978e1d11-bc65-44d9-8262-c87bb2254826,train
97d71058-c576-4a8c-be21-9add030bac6a,train
9869e869-1007-4b07-a7bf-d419dae83506,train
988e7854-d97a-478d-80c4-5bcf8ff39365,train
9934f1c8-e8a5-4a74-80dc-445c92882cf4,train
99be3382-3289-4e82-bcaf-92bb5af911e5,train
99c3a39f-35fe-48ed-bab5-ec69d7e518e4,train
99d643f6-a9d0-443e-832c-cd9c3f1d8796,train
99d9eb9b-1ea7-403f-ab5b-68066bb61b44,train
99ee515f-67df-4e1f-bc2e-584ea164a9cb,train
9a93f525-e0bc-4846-b410-495fdccd8c15,train
9b64eee6-857a-4e3c-abb1-f7f4b60fd247,train
9b88dd66-00e5-4cf7-bcb1-e34c3ad16034,train
9c01eead-9bae-4e6b-8bc8-153962815db1,train
9c714cda-2939-447b-8237-140b08ed9f23,train
9c9999f8-8216-4ab2-b223-568c1c762aa8,train
9cb1365f-e7fa-41fc-b25f-b27df3c39f4e,train
9d9297a0-c039-4c6c-88e7-d599400990e6,train
9d990f4b-34e6-49f2-91be-63631a8d888c,train
9e254533-2797-4467-917e-6f982fc024d1,train
9e6709b3-e8d4-435c-abf0-fc5508d75825,train
9eb9ddca-37db-48b2-aef7-99c0f72835fa,train
9ebbcaf0-1767-4254-9b67-1d3c20b34906,train
9f3e9f68-629f-48a7-aa76-6ccedcdfe9d5,train
9f55fa83-f6b5-46ac-8abb-24d0ae80d68d,train
9fc6cbe5-8c43-47f4-b0e8-cb12d4bb0bef,train
a03bf1a0-74bc-4308-84d1-ce615c60e281,train
a041c25f-ee68-4526-a0b6-83c61027ca94,train
a0ef3cc6-f5e5-4230-91a2-829d6abfc394,train
a14fddcc-34e2-4df2-8d51-8bd93f6dd4db,train
a19a8bc9-82dc-4176-a4d1-11849050b386,train
a2190dae-0f2b-4ff0-95c1-430678bd709b,train
a232c690-ca7d-4ba8-b7bc-80ddd7276130,train
a31257d9-d974-407a-acb9-c8505ffffe0a,train
a3fbf302-b349-475c-9252-44f65ebb4fc7,train
a42c1caa-3951-44a7-ac90-ba4330b37d02,train
a4ebd01f-93c9-4c1f-86ec-843f8f81f92f,train
a4efc219-aec6-4139-b9dc-53b2fbf06bb4,train
a56115fd-a0ba-4eea-a618-91fd6c57177c,train
a58fa70c-a0fc-4d93-9e89-fe8af07362f0,train
a5ba96d4-161e-4ba2-a9e5-2ac08b0848d8,train
a7530323-4964-4460-aed0-ebb7e68bc7ad,train
a8899757-baf4-479a-8882-c99a3b911a7a,train
a98ffca7-e968-4a54-9e8f-22f101c2502b,train
a9a526fe-62a9-40ce-ab6e-68ec24eb2fa2,train
ab370a1f-ca2b-4d28-920f-71e99f474ed8,train
abf70b59-08a0-4f48-a483-7b90e0df9423,train
ac71857b-6c88-4d27-a88d-1e53cb842d9e,train
ac83ef83-1331-42e3-add6-d89e42d30ad6,train
ac981155-3eac-43fc-a5da-800e37173bd0,train
ace1482a-bead-4b11-92ba-ac1093a95ec7,train
acf66d1a-4adc-4834-9be7-75ab6b981bd4,train
ae05b321-6fa6-4228-9d61-15fd29d3379c,train
ae3f2e43-e046-4c60-bf66-3bb1ec6a61b0,train
ae911e6f-6fc4-43ea-a018-1decc56f20b1,train
aec16bc5-8a1e-4f28-8e2d-298f2bc5d25a,train
aff8c544-2349-4a6e-bea7-a0f38690004d,train
b031cb9a-d528-4e70-975f-b9ffe678c732,train
b06f4e67-d9d7-4803-bf51-de3567325873,train
b0763a30-b506-4cbd-a183-632f4eeebae7,train
b0c8d7a4-8dbc-4e0d-b01c-58cbc715fefb,train
b0c8dcb3-0607-4c7b-879c-6e0329020f60,train
b128eeb8-199b-482d-b145-3999c5a7e037,train
